denoising autoencoder, full feedback
epochs = 50
hiddens = 1200
learning_rate = 0.100000
corruption = 0.250000
epoch, cost, error_rate, time
(0, 77.150964772830108, 0.0805, 63.20390605926514)
(1, 69.787929563741741, 0.0701, 126.12354612350464)
(2, 67.650713955204409, 0.0608, 189.07328510284424)
(3, 66.302851918737147, 0.0552, 252.09380412101746)
(4, 65.39159086116625, 0.0538, 315.0348811149597)
(5, 64.776183692641311, 0.0492, 378.1109480857849)
(6, 64.266419215200173, 0.0465, 441.1580991744995)
(7, 63.939404969623872, 0.0443, 504.31568002700806)
(8, 63.633448618373464, 0.0427, 567.3452570438385)
(9, 63.407247952254487, 0.042, 630.3913462162018)
(10, 63.180699410162212, 0.0412, 693.3571741580963)
(11, 63.006099485382798, 0.0392, 756.5104432106018)
(12, 62.854169279270806, 0.0389, 819.505499124527)
(13, 62.726809324604552, 0.0368, 882.7192361354828)
(14, 62.600175736817718, 0.0378, 945.5472609996796)
(15, 62.486578348983834, 0.0365, 1008.5184850692749)
(16, 62.366350633726931, 0.0372, 1071.5540051460266)
(17, 62.321796500611455, 0.0351, 1134.282142162323)
(18, 62.218443702891506, 0.0336, 1197.1932470798492)
(19, 62.156133287453606, 0.0339, 1260.3411819934845)
(20, 62.10289241820567, 0.0354, 1323.4099781513214)
(21, 62.033510304708066, 0.0358, 1386.2884950637817)
(22, 62.004262324100957, 0.0345, 1449.2755970954895)
(23, 61.899756173877897, 0.0325, 1512.333624124527)
(24, 61.852650657332674, 0.0307, 1575.35431599617)
(25, 61.794254920609156, 0.032, 1638.2080261707306)
(26, 61.753595612255133, 0.0317, 1701.0745301246643)
(27, 61.738111358131377, 0.0322, 1764.1265490055084)
(28, 61.6545564413397, 0.0315, 1827.3803651332855)
(29, 61.65237326252565, 0.0314, 1890.4676520824432)
(30, 61.597259457244128, 0.0315, 1953.5412352085114)
(31, 61.568026687964625, 0.0314, 2016.7606511116028)
(32, 61.511426593641644, 0.031, 2079.891231060028)
(33, 61.49599610233215, 0.0305, 2142.7156031131744)
(34, 61.499191522439787, 0.0307, 2205.7490780353546)
(35, 61.443573650878342, 0.0303, 2268.915631055832)
(36, 61.427517979439116, 0.0311, 2332.0239160060883)
(37, 61.378926167483847, 0.0288, 2395.143221139908)
(38, 61.361383881386054, 0.0312, 2458.19278216362)
(39, 61.316721176843274, 0.0325, 2521.1071960926056)
(40, 61.293505031614934, 0.0294, 2584.3897302150726)
(41, 61.281485291679132, 0.0285, 2647.367900133133)
(42, 61.272649789902694, 0.0299, 2710.2666001319885)
(43, 61.250247160241145, 0.0284, 2773.059240102768)
(44, 61.234188230946494, 0.0289, 2836.208118200302)
(45, 61.216284597478911, 0.0287, 2899.257919073105)
(46, 61.198229884752017, 0.0282, 2962.2739691734314)
(47, 61.165350813868933, 0.0301, 3025.3127291202545)
(48, 61.158193184795756, 0.0279, 3087.985731124878)
(49, 61.152600583730369, 0.0277, 3150.884528160095)
done.
