denoising autoencoder, full feedback
epochs = 20
hiddens = 500
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.791402000244162, 0.0914, 39.701756954193115)
(1, 73.60150323984692, 0.076, 79.34245491027832)
(2, 71.038928167397543, 0.0703, 118.92792987823486)
(3, 69.434864512148195, 0.068, 158.92506384849548)
(4, 68.430182058084284, 0.0627, 199.2839069366455)
(5, 67.769719086837682, 0.0595, 239.80401492118835)
(6, 67.285416147640049, 0.0583, 279.77284598350525)
(7, 66.913192816742992, 0.0565, 319.55101585388184)
(8, 66.617106733811326, 0.0532, 359.4932119846344)
(9, 66.345869405702658, 0.0527, 399.28688788414)
(10, 66.177569899773047, 0.0505, 439.0804669857025)
(11, 66.009333760728964, 0.0485, 478.789598941803)
(12, 65.849782695272438, 0.0506, 518.6025009155273)
(13, 65.731399459671849, 0.0505, 558.5644550323486)
(14, 65.560934218649223, 0.0461, 598.7268359661102)
(15, 65.492137313957414, 0.0482, 638.9292328357697)
(16, 65.374204584899459, 0.0484, 679.2165620326996)
(17, 65.294983965125638, 0.0453, 719.1658539772034)
(18, 65.236417157689587, 0.0473, 759.2886068820953)
(19, 65.164928763183795, 0.0457, 799.4030840396881)
done.
