denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.160000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.283983061373746, 0.0747, 35.001691818237305)
(1, 71.608086075934949, 0.0631, 70.00545883178711)
(2, 69.250458541620844, 0.0593, 104.8489818572998)
(3, 68.063213260711962, 0.0532, 139.69842195510864)
(4, 67.332838288233901, 0.052, 174.60851883888245)
(5, 66.827342220576881, 0.0484, 209.231595993042)
(6, 66.411335793481342, 0.0487, 244.34236097335815)
(7, 66.139098164517151, 0.0462, 279.1683168411255)
(8, 65.89046511324878, 0.0446, 314.35504603385925)
(9, 65.709476918525212, 0.0431, 349.2244620323181)
(10, 65.562432984862838, 0.0424, 384.0496380329132)
(11, 65.396634105610715, 0.0422, 419.0556240081787)
(12, 65.276699938653124, 0.041, 453.87494587898254)
(13, 65.171529449156992, 0.0413, 488.98847794532776)
(14, 65.092601361380559, 0.0411, 523.8216178417206)
(15, 64.996307665824361, 0.0405, 558.9486718177795)
(16, 64.93316140563428, 0.0406, 593.112382888794)
(17, 64.88294972202381, 0.0374, 627.745080947876)
(18, 64.839855804784776, 0.0368, 662.4587450027466)
(19, 64.748761651609598, 0.0379, 697.1055829524994)
done.
