denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.100000
corruption = 0.000000
epoch, cost, error_rate, time
(0, 57.86045268477843, 0.0784, 56.66603112220764)
(1, 53.258051302994332, 0.0728, 113.37071394920349)
(2, 52.696911368484528, 0.0668, 170.08986902236938)
(3, 52.385668201143602, 0.0634, 226.65372514724731)
(4, 52.164969418466804, 0.0601, 283.53278493881226)
(5, 51.99108438528377, 0.0574, 340.2369041442871)
(6, 51.845426250868485, 0.0557, 396.91382598876953)
(7, 51.718763142799979, 0.055, 453.86036491394043)
(8, 51.606100757863608, 0.0535, 510.61519598960876)
(9, 51.504522201100031, 0.0518, 567.3313200473785)
(10, 51.4122146600346, 0.0497, 623.9018850326538)
(11, 51.327950640165596, 0.0487, 680.6351299285889)
(12, 51.25080117729842, 0.0481, 737.4678859710693)
(13, 51.179987016846802, 0.0474, 793.9089169502258)
(14, 51.114814828976328, 0.0467, 850.6257679462433)
(15, 51.054661122778533, 0.046, 907.2459359169006)
(16, 50.998970217873541, 0.0453, 964.1000480651855)
(17, 50.947246730666976, 0.0455, 1020.772922039032)
(18, 50.899045670190247, 0.0449, 1077.530748128891)
(19, 50.85396655822229, 0.0452, 1134.1417009830475)
(20, 50.811651315576817, 0.0446, 1190.7492039203644)
(21, 50.771787847122738, 0.0439, 1247.4114501476288)
(22, 50.734117761462251, 0.0432, 1303.9743869304657)
(23, 50.698437080123981, 0.0426, 1360.5489721298218)
(24, 50.664584049618384, 0.0416, 1417.098874092102)
(25, 50.632421566880033, 0.0412, 1473.6271920204163)
(26, 50.601824393922712, 0.0411, 1530.2624580860138)
(27, 50.572673426065364, 0.0409, 1586.9290490150452)
(28, 50.544854571550616, 0.0406, 1643.6936581134796)
(29, 50.51825983017789, 0.0407, 1700.3320860862732)
done.
