denoising autoencoder, full feedback
epochs = 20
hiddens = 1200
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.409984695367598, 0.0847, 61.08603501319885)
(1, 72.216567039905968, 0.071, 122.29462194442749)
(2, 69.829541976236399, 0.06, 183.4567461013794)
(3, 68.479777760082229, 0.0558, 244.56677103042603)
(4, 67.552991369691725, 0.0516, 305.61392188072205)
(5, 66.842012574133364, 0.0522, 366.62369298934937)
(6, 66.389495943943501, 0.0499, 427.7342119216919)
(7, 66.044027485496969, 0.0463, 488.66565799713135)
(8, 65.679892184660574, 0.0467, 549.8030469417572)
(9, 65.458897656769196, 0.0459, 610.9331390857697)
(10, 65.201545731425611, 0.0421, 672.2722818851471)
(11, 64.995050315563674, 0.0399, 733.4304580688477)
(12, 64.836620920616895, 0.0397, 794.6693499088287)
(13, 64.72580147400889, 0.0403, 855.9084720611572)
(14, 64.596362933540291, 0.0378, 917.205482006073)
(15, 64.476030276975564, 0.0364, 978.3980050086975)
(16, 64.359600422143743, 0.0355, 1039.5948460102081)
(17, 64.291746242956521, 0.0369, 1100.6926980018616)
(18, 64.191966204605876, 0.0371, 1161.9807739257812)
(19, 64.101346838749706, 0.0346, 1222.9059290885925)
done.
