denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.120000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.787385384640473, 0.0825, 36.14477896690369)
(1, 72.525788399314763, 0.0719, 72.6214120388031)
(2, 69.936290491437617, 0.0633, 109.19887804985046)
(3, 68.617857989451778, 0.0624, 145.51394987106323)
(4, 67.714263984210561, 0.058, 181.8870689868927)
(5, 67.104527610158883, 0.0557, 217.94422006607056)
(6, 66.705753275860658, 0.0541, 254.5099070072174)
(7, 66.351456583450556, 0.0511, 290.951220035553)
(8, 66.091258102495928, 0.0479, 327.28935503959656)
(9, 65.830812811770144, 0.0524, 363.87033891677856)
(10, 65.643436101994354, 0.0481, 400.03703904151917)
(11, 65.513515252279589, 0.0473, 436.48604798316956)
(12, 65.354906045605489, 0.0441, 472.9900698661804)
(13, 65.270700640927245, 0.0449, 509.3430778980255)
(14, 65.145285454843147, 0.0431, 545.7099990844727)
(15, 65.069464469939476, 0.0439, 582.3134560585022)
(16, 64.981578470351295, 0.0415, 618.721647977829)
(17, 64.907416485102061, 0.0425, 655.2576079368591)
(18, 64.837062776297856, 0.0399, 691.6091310977936)
(19, 64.781664982542566, 0.0412, 728.0773839950562)
done.
