denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.120000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.861738148167433, 0.0847, 35.70419383049011)
(1, 72.495731375700757, 0.0738, 71.61670088768005)
(2, 69.90354484102248, 0.0669, 107.34240579605103)
(3, 68.505648625597132, 0.0593, 143.31600785255432)
(4, 67.605603974149219, 0.0604, 178.87089586257935)
(5, 67.030988765909498, 0.0583, 214.45401883125305)
(6, 66.57810017617571, 0.0547, 250.11780881881714)
(7, 66.289821919920485, 0.0488, 285.6579988002777)
(8, 65.984109676789487, 0.0486, 321.0417528152466)
(9, 65.755915690489985, 0.0475, 356.3302278518677)
(10, 65.580702228322508, 0.0467, 391.6858868598938)
(11, 65.433934017992598, 0.0479, 427.11071395874023)
(12, 65.322918864226139, 0.0454, 462.3855848312378)
(13, 65.209712900621412, 0.0435, 497.7067668437958)
(14, 65.098135545901727, 0.0451, 532.9936199188232)
(15, 65.010733969875204, 0.039, 568.2449359893799)
(16, 64.928724254200716, 0.0435, 603.6572289466858)
(17, 64.822705788278043, 0.0419, 639.1935160160065)
(18, 64.79870893424787, 0.0403, 674.5337970256805)
(19, 64.702503656057999, 0.0412, 709.852108001709)
done.
