denoising autoencoder, full feedback
epochs = 20
hiddens = 1200
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.440040251631842, 0.0829, 61.163475036621094)
(1, 72.202052567403086, 0.0693, 122.2440459728241)
(2, 69.782968096564261, 0.061, 183.35960388183594)
(3, 68.409714497576033, 0.0559, 244.43477201461792)
(4, 67.516785338534618, 0.053, 305.5774278640747)
(5, 66.887970568433275, 0.0478, 369.50546193122864)
(6, 66.421959364359182, 0.0477, 433.6822748184204)
(7, 66.002023546581896, 0.0455, 497.8694648742676)
(8, 65.689620748857422, 0.0422, 562.2035050392151)
(9, 65.410073667997651, 0.0429, 626.5626909732819)
(10, 65.22479388733629, 0.0411, 690.7107408046722)
(11, 64.977569735811969, 0.0406, 754.8600099086761)
(12, 64.85127465099913, 0.0403, 819.0550999641418)
(13, 64.72680907910383, 0.0388, 883.363776922226)
(14, 64.60203925017916, 0.0362, 947.8330078125)
(15, 64.521662740543789, 0.0369, 1011.9632639884949)
(16, 64.386218003509896, 0.037, 1073.559681892395)
(17, 64.283764853834626, 0.0326, 1134.623732805252)
(18, 64.217390959684792, 0.0362, 1195.6730418205261)
(19, 64.109270192337064, 0.0353, 1256.8923389911652)
done.
