denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.200000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.153296863668686, 0.079, 35.025245904922485)
(1, 71.167630592998663, 0.0633, 70.44843578338623)
(2, 69.020223867397604, 0.058, 105.82649278640747)
(3, 67.920417891322487, 0.0521, 141.06057977676392)
(4, 67.244060557243131, 0.0488, 176.33997988700867)
(5, 66.764434564110232, 0.0471, 211.47322988510132)
(6, 66.434449709992791, 0.0452, 246.74901700019836)
(7, 66.180630167442828, 0.0439, 281.75345277786255)
(8, 65.947532628664391, 0.0421, 317.14442777633667)
(9, 65.773869059924749, 0.0416, 352.1964998245239)
(10, 65.6456874298689, 0.0426, 387.6501009464264)
(11, 65.543041700516895, 0.0414, 422.7436408996582)
(12, 65.424374792003292, 0.0409, 459.7907569408417)
(13, 65.291639557186812, 0.0404, 494.85603880882263)
(14, 65.238312753189547, 0.039, 530.1317799091339)
(15, 65.174170771283414, 0.0401, 564.9346778392792)
(16, 65.109410237089122, 0.0406, 600.1861839294434)
(17, 65.02116873911153, 0.0402, 634.8812627792358)
(18, 64.971112891211959, 0.037, 670.1960377693176)
(19, 64.952840368969092, 0.0381, 705.622193813324)
done.
