denoising autoencoder, full feedback
epochs = 20
hiddens = 50
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 117.19848176402832, 0.1342, 9.882675886154175)
(1, 102.22941353774289, 0.1231, 19.81080198287964)
(2, 99.234366823064136, 0.1206, 29.500277996063232)
(3, 97.929331681444893, 0.1193, 39.27871489524841)
(4, 96.977944902505428, 0.1172, 49.15430188179016)
(5, 96.243736076951819, 0.1175, 58.888672828674316)
(6, 95.641595154243092, 0.1132, 68.87659502029419)
(7, 95.177950689997303, 0.1126, 78.60619783401489)
(8, 94.769747529435406, 0.1118, 88.54717183113098)
(9, 94.374865104350917, 0.1078, 98.18735384941101)
(10, 94.035949090951391, 0.1099, 108.094074010849)
(11, 93.787158028334957, 0.1127, 117.7835578918457)
(12, 93.506283634170799, 0.1085, 127.59209895133972)
(13, 93.333008884720073, 0.1077, 137.48534202575684)
(14, 93.095026699335705, 0.1106, 147.23225593566895)
(15, 92.962508190053853, 0.1097, 156.74856185913086)
(16, 92.807578107811139, 0.1112, 166.6090350151062)
(17, 92.685758354117183, 0.1038, 176.39415884017944)
(18, 92.545466554449973, 0.1093, 186.1915638446808)
(19, 92.458364978056139, 0.1072, 196.00133299827576)
done.
