denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.160000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.162619954569067, 0.0768, 35.22025179862976)
(1, 71.696367925765074, 0.0651, 70.06924891471863)
(2, 69.295428665234525, 0.0608, 105.0414469242096)
(3, 68.080229854509042, 0.0568, 140.10438084602356)
(4, 67.345049777534754, 0.0542, 174.95642495155334)
(5, 66.840933293516557, 0.0522, 210.05864095687866)
(6, 66.458197128500672, 0.0498, 244.65087890625)
(7, 66.136183151911567, 0.0505, 279.5037338733673)
(8, 65.925465817348638, 0.0468, 314.1380980014801)
(9, 65.68809520504378, 0.0465, 348.97164487838745)
(10, 65.516967111338587, 0.0443, 383.9343259334564)
(11, 65.398532687309711, 0.0457, 418.65520000457764)
(12, 65.287632036679497, 0.0435, 453.5148677825928)
(13, 65.218431911392329, 0.0416, 488.2044529914856)
(14, 65.081464400677518, 0.0427, 522.9973909854889)
(15, 65.022527527387567, 0.0425, 557.7289099693298)
(16, 64.932515555321487, 0.0429, 592.5686008930206)
(17, 64.866750877944398, 0.0401, 627.5253508090973)
(18, 64.825804559764691, 0.0392, 662.1260018348694)
(19, 64.787320692734625, 0.0384, 697.0794517993927)
done.
