denoising autoencoder, full feedback
epochs = 20
hiddens = 700
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.774277690861211, 0.0815, 46.74803400039673)
(1, 72.77013749291774, 0.0711, 93.3869400024414)
(2, 70.213332119949584, 0.064, 140.38972091674805)
(3, 68.778072923953971, 0.0605, 186.93307304382324)
(4, 67.898037146384965, 0.0598, 233.75365591049194)
(5, 67.219753076377046, 0.0575, 280.85383892059326)
(6, 66.706393028543602, 0.0541, 327.9169030189514)
(7, 66.372133718497224, 0.0524, 374.91905999183655)
(8, 66.071402816582165, 0.0514, 421.71099495887756)
(9, 65.784932782057027, 0.0481, 468.81773495674133)
(10, 65.595873855062464, 0.045, 515.8674938678741)
(11, 65.463189437071406, 0.0456, 562.937479019165)
(12, 65.25267146254032, 0.0436, 610.1583080291748)
(13, 65.132641882781456, 0.0426, 657.2201240062714)
(14, 65.031094080878646, 0.0454, 703.7208700180054)
(15, 64.937351391569976, 0.0402, 750.9534680843353)
(16, 64.862251334179348, 0.0436, 797.8019530773163)
(17, 64.776342772997495, 0.0408, 844.879292011261)
(18, 64.690925983384105, 0.0412, 891.5062549114227)
(19, 64.605920551781253, 0.04, 938.7016580104828)
done.
