denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.200000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.059886468896622, 0.0726, 35.52864098548889)
(1, 71.059002985652484, 0.0583, 70.84081506729126)
(2, 68.833654616623818, 0.0574, 106.07492303848267)
(3, 67.7242827674296, 0.0535, 141.27766609191895)
(4, 67.092523004098425, 0.0501, 176.66765809059143)
(5, 66.608707789247774, 0.046, 211.79113698005676)
(6, 66.327508454096346, 0.0461, 247.1500780582428)
(7, 66.075339385591576, 0.0461, 282.37683510780334)
(8, 65.871648496500669, 0.0427, 317.6850218772888)
(9, 65.7006526379554, 0.0435, 353.07689905166626)
(10, 65.566580675946611, 0.0378, 388.1941990852356)
(11, 65.465602328906499, 0.0418, 423.548278093338)
(12, 65.345827887114808, 0.0405, 458.77659010887146)
(13, 65.242568468252017, 0.041, 494.2001528739929)
(14, 65.205991698901641, 0.0401, 529.3667509555817)
(15, 65.127321487025526, 0.0401, 564.6847438812256)
(16, 65.071465398524637, 0.0386, 599.746356010437)
(17, 65.019358542780594, 0.0405, 635.2053461074829)
(18, 64.959421329856127, 0.0385, 670.2619240283966)
(19, 64.899328585276805, 0.0403, 705.7845718860626)
done.
