denoising autoencoder, full feedback
epochs = 50
hiddens = 1200
learning_rate = 0.100000
corruption = 0.050000
epoch, cost, error_rate, time
(0, 62.641345245850083, 0.0782, 62.72954297065735)
(1, 58.194548767295331, 0.0667, 125.4375388622284)
(2, 57.468767705314093, 0.0596, 187.74960803985596)
(3, 56.96874007542764, 0.0567, 250.32226300239563)
(4, 56.563341666553448, 0.0536, 312.90573501586914)
(5, 56.230030043816811, 0.0502, 375.64959692955017)
(6, 55.926659451195817, 0.0484, 438.54106402397156)
(7, 55.681068580494774, 0.0471, 501.26705384254456)
(8, 55.474168806518861, 0.0433, 564.1400890350342)
(9, 55.305095314673466, 0.0438, 627.0670499801636)
(10, 55.164881618858409, 0.0434, 689.7791030406952)
(11, 55.016040637374573, 0.0407, 752.5853190422058)
(12, 54.887608095468543, 0.0386, 815.1338419914246)
(13, 54.780364493486125, 0.0385, 877.9308109283447)
(14, 54.688437340320938, 0.0388, 940.7325489521027)
(15, 54.596308093604051, 0.0371, 1003.4075038433075)
(16, 54.518262963127789, 0.0386, 1066.271353006363)
(17, 54.443381595974564, 0.0355, 1129.070217847824)
(18, 54.382693223414421, 0.0364, 1191.8020949363708)
(19, 54.322129610866739, 0.035, 1254.592973947525)
(20, 54.272895751835641, 0.0335, 1317.4306769371033)
(21, 54.225490718107146, 0.0344, 1380.2497029304504)
(22, 54.171991982381975, 0.0339, 1443.0063500404358)
(23, 54.115384697614218, 0.0322, 1505.8020958900452)
(24, 54.074374534880292, 0.0326, 1568.7084169387817)
(25, 54.039812112335753, 0.0319, 1631.4450299739838)
(26, 54.005413357863134, 0.0332, 1694.3344819545746)
(27, 53.969187291112938, 0.0308, 1757.2707688808441)
(28, 53.920282068645619, 0.0318, 1820.2140028476715)
(29, 53.909118051581189, 0.0299, 1883.0307359695435)
(30, 53.872751534809623, 0.0319, 1945.870239019394)
(31, 53.839918564836054, 0.0304, 2008.7048318386078)
(32, 53.816976815880508, 0.0293, 2071.5047328472137)
(33, 53.792211718292357, 0.0301, 2134.422070980072)
(34, 53.760842214557051, 0.0308, 2197.490003824234)
(35, 53.738674439359897, 0.03, 2260.2746698856354)
(36, 53.712789834233341, 0.0295, 2322.8374269008636)
(37, 53.690301494926331, 0.0291, 2385.838541030884)
(38, 53.667337367346626, 0.0286, 2448.7025048732758)
(39, 53.638798118552529, 0.0297, 2511.476662874222)
(40, 53.625780576330342, 0.0304, 2574.3542408943176)
(41, 53.601629762132966, 0.0301, 2636.942759037018)
(42, 53.58574043649385, 0.0278, 2699.794307947159)
(43, 53.568655838717973, 0.0275, 2762.408013820648)
(44, 53.554952262772616, 0.0274, 2825.0469110012054)
(45, 53.516989106437819, 0.0277, 2887.9515659809113)
(46, 53.515365669667823, 0.027, 2950.782399892807)
(47, 53.493983646140968, 0.0265, 3013.5391948223114)
(48, 53.491237003330156, 0.0291, 3076.54688000679)
(49, 53.476205471588528, 0.0281, 3139.2387199401855)
done.
