denoising autoencoder, full feedback
epochs = 20
hiddens = 300
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 85.226221789238707, 0.0962, 20.169395208358765)
(1, 75.544002915812442, 0.081, 40.22211408615112)
(2, 72.75380306056077, 0.077, 60.59916114807129)
(3, 70.995932326014383, 0.0711, 80.70444822311401)
(4, 69.933125025968238, 0.0712, 100.72365307807922)
(5, 69.227664925312396, 0.0691, 120.66166305541992)
(6, 68.715262478175887, 0.0668, 140.86610913276672)
(7, 68.330936765429769, 0.0658, 160.66136002540588)
(8, 68.012519227692351, 0.0674, 180.58671617507935)
(9, 67.793715651135869, 0.0663, 200.91994905471802)
(10, 67.586552712516337, 0.0659, 221.44191813468933)
(11, 67.439875042067371, 0.064, 241.52583813667297)
(12, 67.322257048946909, 0.0631, 261.7277331352234)
(13, 67.16992847038847, 0.064, 281.8408980369568)
(14, 67.02547375315865, 0.0631, 302.0404930114746)
(15, 66.972215858977421, 0.0616, 322.3197560310364)
(16, 66.860542368835837, 0.0621, 342.34989500045776)
(17, 66.796705868732246, 0.0602, 362.37805700302124)
(18, 66.74015238253206, 0.0605, 382.36903405189514)
(19, 66.640717013817849, 0.0596, 402.78572511672974)
done.
