denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.180000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.051414905401757, 0.0731, 34.62647795677185)
(1, 71.35756769467325, 0.0608, 69.73492407798767)
(2, 69.13747125635382, 0.0589, 104.05369687080383)
(3, 68.001364462235387, 0.0535, 139.2879559993744)
(4, 67.276747514665644, 0.0528, 174.07951092720032)
(5, 66.806969963458187, 0.0486, 209.40438890457153)
(6, 66.446551076078833, 0.0482, 244.30853605270386)
(7, 66.171970191965698, 0.0434, 279.6242780685425)
(8, 65.926664851657861, 0.046, 314.4750130176544)
(9, 65.746049918647131, 0.0446, 349.7657959461212)
(10, 65.597217335011337, 0.0444, 384.83368706703186)
(11, 65.51236795082923, 0.0425, 420.0090548992157)
(12, 65.364884580427798, 0.0426, 455.00303387641907)
(13, 65.26713349762079, 0.04, 490.238322019577)
(14, 65.168206223398045, 0.0386, 525.4009099006653)
(15, 65.09623056589561, 0.039, 560.4309420585632)
(16, 65.029810782852692, 0.0406, 595.5791230201721)
(17, 64.989298266773346, 0.0379, 630.5548598766327)
(18, 64.938659526512353, 0.0393, 665.6825089454651)
(19, 64.879539795851599, 0.0369, 700.4741389751434)
done.
