denoising autoencoder, full feedback
epochs = 50
hiddens = 1200
learning_rate = 0.100000
corruption = 0.250000
epoch, cost, error_rate, time
(0, 77.043643551728351, 0.0831, 66.67992615699768)
(1, 69.728423257214104, 0.0711, 133.25097703933716)
(2, 67.570120608776222, 0.0631, 199.8223431110382)
(3, 66.262400136764839, 0.0539, 266.32462906837463)
(4, 65.359065067467839, 0.0541, 333.03950810432434)
(5, 64.743632751256953, 0.0508, 399.6657691001892)
(6, 64.298527380409922, 0.0465, 465.99129819869995)
(7, 63.915154658620168, 0.0486, 532.6084680557251)
(8, 63.645078298267002, 0.0456, 599.3014330863953)
(9, 63.406909373605636, 0.0421, 666.0558571815491)
(10, 63.206223381263143, 0.0416, 732.4562711715698)
(11, 62.974860878241969, 0.0419, 799.2228901386261)
(12, 62.844889150410495, 0.04, 865.8793301582336)
(13, 62.729818683930802, 0.0371, 932.258513212204)
(14, 62.618580851231286, 0.0375, 998.7634680271149)
(15, 62.467174165803826, 0.0367, 1065.2675170898438)
(16, 62.392351001076811, 0.0366, 1131.8881561756134)
(17, 62.290576599065481, 0.0361, 1198.6388790607452)
(18, 62.218706831995867, 0.0364, 1265.1975591182709)
(19, 62.13328709573117, 0.0349, 1331.9497032165527)
(20, 62.062390040810094, 0.0339, 1398.7296450138092)
(21, 62.016689548190087, 0.033, 1465.342113018036)
(22, 61.938555406900015, 0.0348, 1531.8827199935913)
(23, 61.928914803497925, 0.0314, 1598.3469631671906)
(24, 61.844332905648336, 0.0326, 1664.7983901500702)
(25, 61.778928134571146, 0.0328, 1731.333351135254)
(26, 61.74109175407289, 0.0328, 1797.8803842067719)
(27, 61.724191797654285, 0.0311, 1864.3875470161438)
(28, 61.688180628222135, 0.0315, 1930.7592370510101)
(29, 61.612893494785091, 0.0319, 1997.2899641990662)
(30, 61.598631359448717, 0.0326, 2063.7918260097504)
(31, 61.558467760892221, 0.0305, 2130.3350031375885)
(32, 61.512250105626599, 0.0303, 2196.7896502017975)
(33, 61.502771842910875, 0.0302, 2263.422149181366)
(34, 61.459869160208235, 0.0292, 2330.0408890247345)
(35, 61.430577319696511, 0.03, 2396.2873861789703)
(36, 61.393844347464366, 0.0325, 2462.819538116455)
(37, 61.363649865269288, 0.0292, 2529.7422721385956)
(38, 61.367765582640821, 0.0292, 2596.007369041443)
(39, 61.34804879404048, 0.0289, 2662.5698471069336)
(40, 61.29136754654278, 0.0288, 2729.0707840919495)
(41, 61.275110535646228, 0.0287, 2795.7503759860992)
(42, 61.246803140865559, 0.0282, 2862.410082101822)
(43, 61.226346180559162, 0.0284, 2928.8733701705933)
(44, 61.22317773938142, 0.0278, 2995.2107450962067)
(45, 61.165413606290102, 0.0291, 3061.749013185501)
(46, 61.18712855508096, 0.0282, 3128.2460091114044)
(47, 61.137009403766484, 0.029, 3194.572807073593)
(48, 61.1386805824121, 0.0318, 3260.922136068344)
(49, 61.101229602932094, 0.0289, 3327.3930270671844)
done.
