denoising autoencoder, full feedback
epochs = 20
hiddens = 200
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 89.33583478141712, 0.0963, 17.0800199508667)
(1, 78.098947422787958, 0.0824, 34.71005582809448)
(2, 75.218408291759729, 0.0783, 52.41533398628235)
(3, 73.510936526761114, 0.0788, 70.5752649307251)
(4, 72.410389198206488, 0.0746, 89.1295440196991)
(5, 71.639494479494772, 0.0737, 107.4284119606018)
(6, 71.116117958756675, 0.0751, 124.987548828125)
(7, 70.71781747796777, 0.0745, 142.00991988182068)
(8, 70.373051254147356, 0.0762, 159.83083987236023)
(9, 70.110772047776777, 0.0735, 177.7942910194397)
(10, 69.904541045980196, 0.0722, 195.62140583992004)
(11, 69.699271032388594, 0.0751, 213.07470202445984)
(12, 69.566919453149467, 0.0699, 230.41003704071045)
(13, 69.393931068445951, 0.071, 247.3206329345703)
(14, 69.263038473257865, 0.0703, 264.15163803100586)
(15, 69.158387754328501, 0.0674, 282.09284687042236)
(16, 69.030136799523305, 0.0695, 300.0772819519043)
(17, 68.945245501418682, 0.0695, 317.3539779186249)
(18, 68.873573275701887, 0.0688, 334.5174648761749)
(19, 68.798353524590567, 0.0715, 351.95656991004944)
done.
