denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.250000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 79.971559251260189, 0.0708, 34.92891716957092)
(1, 70.945546000811717, 0.0608, 69.95150995254517)
(2, 68.910618962570354, 0.054, 104.97781610488892)
(3, 67.921781182324892, 0.0553, 140.0487461090088)
(4, 67.333496317092212, 0.049, 175.17008900642395)
(5, 66.882053624618322, 0.0475, 210.188570022583)
(6, 66.58016536506544, 0.0441, 245.10051202774048)
(7, 66.301702211634208, 0.0441, 280.13911509513855)
(8, 66.112228116336695, 0.0427, 315.36562299728394)
(9, 65.984248362590122, 0.0427, 349.9582509994507)
(10, 65.816041966009621, 0.0412, 384.87026500701904)
(11, 65.698565484111143, 0.0391, 419.8411531448364)
(12, 65.60534490063371, 0.0392, 454.8261630535126)
(13, 65.506845552169267, 0.0401, 489.7758741378784)
(14, 65.445003182784589, 0.037, 524.6927981376648)
(15, 65.368085229582064, 0.0398, 559.6357250213623)
(16, 65.288252161731563, 0.0388, 594.6243059635162)
(17, 65.255988573672596, 0.039, 629.5540039539337)
(18, 65.182033112915519, 0.0383, 664.5205709934235)
(19, 65.17131248107701, 0.0391, 699.6033520698547)
done.
