denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.180000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.16766474078338, 0.0742, 35.063374042510986)
(1, 71.405203302563379, 0.064, 70.28849411010742)
(2, 69.141395153299428, 0.0574, 105.58994102478027)
(3, 67.991836280239099, 0.0532, 140.78813099861145)
(4, 67.289139436681197, 0.0507, 176.01154112815857)
(5, 66.769176329418272, 0.0499, 211.10749411582947)
(6, 66.401546357211259, 0.0492, 246.30481100082397)
(7, 66.140239959598659, 0.0491, 281.304829120636)
(8, 65.916069219467062, 0.046, 316.6747031211853)
(9, 65.767520271470218, 0.0431, 351.4905369281769)
(10, 65.613239132512575, 0.0452, 386.802521944046)
(11, 65.457797694127791, 0.0438, 421.7999529838562)
(12, 65.354502393936627, 0.0415, 456.9812340736389)
(13, 65.242578371754632, 0.0406, 492.0277121067047)
(14, 65.177188840122824, 0.042, 527.4787800312042)
(15, 65.066323903883614, 0.0412, 562.5641829967499)
(16, 65.015895465048516, 0.038, 597.9113299846649)
(17, 64.932418475167694, 0.0378, 632.8437509536743)
(18, 64.906293955912957, 0.0359, 668.1460330486298)
(19, 64.823150960183469, 0.0388, 703.4377689361572)
done.
