denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.050000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.903398069022217, 0.1013, 59.345398902893066)
(1, 74.758890331889489, 0.0889, 118.3618950843811)
(2, 72.694626342357083, 0.082, 177.74843096733093)
(3, 71.144189419848686, 0.0754, 236.8540539741516)
(4, 69.962847707073152, 0.0657, 296.37338495254517)
(5, 69.067957278003718, 0.0614, 355.6932020187378)
(6, 68.358191205168509, 0.0628, 414.99405002593994)
(7, 67.789547712070103, 0.059, 474.08390402793884)
(8, 67.355959446882309, 0.0595, 533.6178729534149)
(9, 66.968300646657781, 0.0568, 593.0863749980927)
(10, 66.654067796522369, 0.0531, 652.4725849628448)
(11, 66.390806529480329, 0.0535, 711.8013999462128)
(12, 66.144244250880547, 0.05, 771.3422510623932)
(13, 65.969549222372578, 0.0518, 830.6333470344543)
(14, 65.733661109133664, 0.0489, 889.9754180908203)
(15, 65.594665139474529, 0.0496, 949.2747790813446)
(16, 65.446829983679237, 0.0488, 1008.5442700386047)
(17, 65.296651888804405, 0.0478, 1067.8864541053772)
(18, 65.209510728353976, 0.0456, 1127.2052478790283)
(19, 65.069906119761882, 0.0457, 1186.5960710048676)
(20, 64.979014677283928, 0.0452, 1245.9395999908447)
(21, 64.893462988349953, 0.0449, 1305.2565240859985)
(22, 64.823849087906112, 0.0441, 1364.5230190753937)
(23, 64.723007069063172, 0.0429, 1423.775997877121)
(24, 64.655485521793238, 0.0416, 1483.255982875824)
(25, 64.560781292250581, 0.0417, 1542.6298398971558)
(26, 64.515172659639219, 0.0407, 1602.0139091014862)
(27, 64.468832035399316, 0.0401, 1661.3086669445038)
(28, 64.355774361006169, 0.0437, 1720.8526310920715)
(29, 64.335869452847234, 0.0389, 1780.0386340618134)
done.
