denoising autoencoder, full feedback
epochs = 20
hiddens = 1500
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.0850686400928, 0.0817, 79.04329299926758)
(1, 72.335224776875165, 0.0712, 158.14410710334778)
(2, 69.864991067099623, 0.0619, 237.28587913513184)
(3, 68.455314638193656, 0.0534, 316.4685480594635)
(4, 67.537413773176056, 0.0528, 395.57833099365234)
(5, 66.860716877580458, 0.0494, 474.8002519607544)
(6, 66.343941653385528, 0.0473, 553.6638491153717)
(7, 65.946057889805147, 0.0457, 632.8206169605255)
(8, 65.644732378237677, 0.0456, 711.9795999526978)
(9, 65.388078781216436, 0.0418, 791.1382350921631)
(10, 65.117339003063066, 0.0432, 870.4419980049133)
(11, 64.976063182692201, 0.0394, 949.6780860424042)
(12, 64.852950567635631, 0.0391, 1028.748214006424)
(13, 64.647873084193975, 0.0374, 1107.951236963272)
(14, 64.512534948346442, 0.04, 1187.2174639701843)
(15, 64.467844662165263, 0.0375, 1264.6790759563446)
(16, 64.309765850026537, 0.0371, 1339.4597041606903)
(17, 64.253463964556232, 0.0352, 1414.2754001617432)
(18, 64.120860759471299, 0.0337, 1489.1971049308777)
(19, 64.037810719878152, 0.0351, 1564.1348180770874)
done.
