denoising autoencoder, full feedback
epochs = 20
hiddens = 1500
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.120940100874222, 0.0845, 74.92376399040222)
(1, 72.277815059633454, 0.0683, 149.58529901504517)
(2, 69.889838377237623, 0.0651, 224.34782099723816)
(3, 68.466239245362317, 0.0577, 298.9216878414154)
(4, 67.553670345460802, 0.054, 373.62607288360596)
(5, 66.913030763596822, 0.0503, 448.29836082458496)
(6, 66.409111857743127, 0.0459, 522.993644952774)
(7, 66.006921263768817, 0.0451, 597.6155488491058)
(8, 65.661777826982302, 0.0442, 674.9659969806671)
(9, 65.414402440389551, 0.0418, 753.9856479167938)
(10, 65.188975236841713, 0.0428, 833.4093568325043)
(11, 65.022921105439863, 0.0386, 912.3724188804626)
(12, 64.813596706699258, 0.0369, 991.7973020076752)
(13, 64.675585621072315, 0.0391, 1070.8851459026337)
(14, 64.545826929336258, 0.0375, 1150.041746854782)
(15, 64.417996166825134, 0.0363, 1229.1766729354858)
(16, 64.300478833900655, 0.0365, 1308.1503529548645)
(17, 64.209776425732414, 0.0346, 1386.0096108913422)
(18, 64.134523264674712, 0.0357, 1460.7870450019836)
(19, 64.043186835569173, 0.0353, 1538.7773349285126)
done.
