denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.180000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.169062331281253, 0.0737, 35.77345395088196)
(1, 71.4387608935983, 0.0619, 71.0892379283905)
(2, 69.104323227138195, 0.0583, 106.69033408164978)
(3, 67.977135692000033, 0.0529, 141.9546389579773)
(4, 67.24852377017767, 0.0508, 177.4841639995575)
(5, 66.719205261020832, 0.0519, 212.89083194732666)
(6, 66.407659966051156, 0.0459, 248.41457104682922)
(7, 66.119167552974275, 0.0461, 282.7804138660431)
(8, 65.894869279293431, 0.0458, 317.29065895080566)
(9, 65.70427762730138, 0.0442, 351.9177920818329)
(10, 65.542127161298978, 0.0408, 386.42957496643066)
(11, 65.420004636863112, 0.0427, 421.3066749572754)
(12, 65.274133408136706, 0.0403, 455.7732410430908)
(13, 65.201021174210211, 0.0411, 490.42508697509766)
(14, 65.16573743727443, 0.0388, 524.9453310966492)
(15, 65.055935190887539, 0.0426, 559.4897429943085)
(16, 64.933448508194886, 0.0414, 594.2152938842773)
(17, 64.926041482145934, 0.0378, 628.8429729938507)
(18, 64.861530795113836, 0.0393, 663.6361620426178)
(19, 64.810739790937063, 0.0372, 698.2359008789062)
done.
