denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.250000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.264952568042304, 0.0698, 35.2035927772522)
(1, 70.898289572962383, 0.0562, 70.48913288116455)
(2, 68.913389667296286, 0.0546, 105.67229294776917)
(3, 67.921913075682269, 0.0508, 140.99460291862488)
(4, 67.27718209258785, 0.0446, 176.09794878959656)
(5, 66.884892542670499, 0.0465, 211.40060997009277)
(6, 66.550466833289974, 0.0428, 246.7763168811798)
(7, 66.295713114260479, 0.0429, 281.91347193717957)
(8, 66.153825367354315, 0.0425, 317.17113280296326)
(9, 65.984951602318617, 0.041, 351.77906799316406)
(10, 65.859187316167123, 0.0385, 386.66871094703674)
(11, 65.717277144319539, 0.039, 421.5548369884491)
(12, 65.667024213075365, 0.0384, 456.45738887786865)
(13, 65.524635572444396, 0.0374, 491.3567519187927)
(14, 65.514097079399406, 0.0376, 526.1353738307953)
(15, 65.399949773421767, 0.0393, 560.9943079948425)
(16, 65.327958568526896, 0.0382, 595.9459397792816)
(17, 65.251272817080931, 0.0381, 630.7522728443146)
(18, 65.232914183070932, 0.0388, 665.6576619148254)
(19, 65.138172067383579, 0.0356, 700.4771499633789)
done.
