denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.050000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.861958321512532, 0.1037, 59.04972004890442)
(1, 74.77252816459557, 0.0908, 118.30014705657959)
(2, 72.714678895219393, 0.0789, 177.2636420726776)
(3, 71.165967897570596, 0.0725, 236.2162868976593)
(4, 70.023486894470892, 0.0695, 295.38314390182495)
(5, 69.075985186387868, 0.0611, 354.2949860095978)
(6, 68.415475625423269, 0.0598, 413.4675929546356)
(7, 67.804975441159598, 0.0568, 472.57669591903687)
(8, 67.355722617267958, 0.0596, 531.6888270378113)
(9, 66.99118832792405, 0.0544, 590.824630022049)
(10, 66.654403019453014, 0.0521, 650.0388810634613)
(11, 66.406784802979416, 0.0505, 709.090430021286)
(12, 66.147380885945651, 0.0489, 768.1240699291229)
(13, 65.971994357889216, 0.0505, 827.2016649246216)
(14, 65.759396370023723, 0.0501, 886.2179260253906)
(15, 65.574819764998153, 0.0501, 945.3761351108551)
(16, 65.454479742783946, 0.0472, 1004.4931221008301)
(17, 65.288647482640755, 0.048, 1063.6113739013672)
(18, 65.17133034221456, 0.0463, 1122.7374351024628)
(19, 65.072926912413536, 0.0452, 1181.8775849342346)
(20, 64.99021874933986, 0.0434, 1240.950392961502)
(21, 64.933612401526545, 0.0434, 1299.9945468902588)
(22, 64.821899397470901, 0.0471, 1359.1427729129791)
(23, 64.738427428912914, 0.0421, 1418.2957730293274)
(24, 64.648170968053748, 0.0418, 1477.4395639896393)
(25, 64.594122203048386, 0.0405, 1536.3500909805298)
(26, 64.549016458090421, 0.0414, 1595.4759809970856)
(27, 64.435548397394612, 0.04, 1654.4553198814392)
(28, 64.387565202852201, 0.0395, 1707.394215106964)
(29, 64.328491740912412, 0.0405, 1759.9506781101227)
done.
