denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.250000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.310972106848411, 0.0702, 35.57382011413574)
(1, 70.907243333174037, 0.0575, 71.40677404403687)
(2, 68.792165731120704, 0.0539, 106.63300514221191)
(3, 67.840162764445523, 0.0485, 142.19936513900757)
(4, 67.197425365757312, 0.047, 177.45800709724426)
(5, 66.81388326089359, 0.0458, 212.71551513671875)
(6, 66.496603383749289, 0.0468, 248.06142210960388)
(7, 66.26776486014468, 0.0439, 283.18184900283813)
(8, 66.056540033059207, 0.0433, 318.46938610076904)
(9, 65.899176429185005, 0.0419, 353.59959411621094)
(10, 65.792037755975088, 0.0428, 389.12247800827026)
(11, 65.712782637440895, 0.042, 424.23891401290894)
(12, 65.601024383222111, 0.0418, 459.5668110847473)
(13, 65.507366933320597, 0.0397, 494.71750712394714)
(14, 65.409367127746222, 0.041, 530.0992801189423)
(15, 65.316448860184735, 0.0396, 565.2419199943542)
(16, 65.284425041974771, 0.0383, 600.5421340465546)
(17, 65.189482369963358, 0.0406, 635.6761050224304)
(18, 65.164103732532737, 0.0371, 671.0002150535583)
(19, 65.098875925261382, 0.0359, 706.0873680114746)
done.
