denoising autoencoder, full feedback
epochs = 30
hiddens = 600
learning_rate = 0.100000
corruption = 0.000000
epoch, cost, error_rate, time
(0, 61.326874076221735, 0.0802, 35.437238931655884)
(1, 54.789383273138107, 0.0743, 70.86566591262817)
(2, 53.925364094874006, 0.0701, 105.8340368270874)
(3, 53.482556438175088, 0.0661, 142.10465598106384)
(4, 53.181861013606145, 0.0627, 178.18188095092773)
(5, 52.952042956200614, 0.0608, 214.35810089111328)
(6, 52.764666416034537, 0.0586, 250.51871490478516)
(7, 52.606103629280881, 0.0575, 286.7182648181915)
(8, 52.46882992149115, 0.0557, 322.7996459007263)
(9, 52.348200057157769, 0.0546, 358.7130877971649)
(10, 52.24106369136301, 0.0546, 394.7518358230591)
(11, 52.145079167507028, 0.0539, 430.9456789493561)
(12, 52.058362207022064, 0.0527, 467.02169585227966)
(13, 51.979434890749992, 0.0514, 502.8482508659363)
(14, 51.907197100956559, 0.0503, 539.082799911499)
(15, 51.840817415148514, 0.0501, 574.843671798706)
(16, 51.7796026432029, 0.0497, 610.9249877929688)
(17, 51.722928575202978, 0.0486, 646.8871238231659)
(18, 51.670240889442141, 0.0486, 682.8243877887726)
(19, 51.621071025769716, 0.0482, 718.8764219284058)
(20, 51.57502726778845, 0.0477, 754.7343928813934)
(21, 51.531777509123231, 0.047, 790.7220869064331)
(22, 51.491038526187531, 0.0465, 826.8866949081421)
(23, 51.452560977221715, 0.0468, 862.7534267902374)
(24, 51.416129049368031, 0.0468, 898.5792329311371)
(25, 51.381566970512864, 0.0471, 934.551864862442)
(26, 51.34871065012608, 0.0471, 970.4917769432068)
(27, 51.317393167075544, 0.0472, 1006.5652718544006)
(28, 51.287467475034603, 0.0471, 1042.4161229133606)
(29, 51.258828106171897, 0.0472, 1078.3082947731018)
done.
