denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.366696854030764, 0.0855, 58.45127582550049)
(1, 72.43357584163968, 0.0684, 116.3365797996521)
(2, 69.984286599253025, 0.0626, 174.7927508354187)
(3, 68.528996855848661, 0.0538, 233.24364590644836)
(4, 67.60114964755185, 0.0544, 291.61055994033813)
(5, 66.875636213509082, 0.048, 349.69586300849915)
(6, 66.390074856994715, 0.0486, 408.24530386924744)
(7, 66.051871611231547, 0.0468, 466.6770370006561)
(8, 65.760921784263346, 0.0452, 524.6737117767334)
(9, 65.456085748750738, 0.045, 582.8788678646088)
(10, 65.253350248819729, 0.0435, 641.0988459587097)
(11, 65.081734806218222, 0.0421, 699.3839957714081)
(12, 64.959862757648125, 0.042, 757.3127768039703)
(13, 64.791720321504201, 0.0382, 815.453617811203)
(14, 64.642547551310884, 0.0378, 873.9394378662109)
(15, 64.56977164414333, 0.0401, 932.4604330062866)
(16, 64.475125970643347, 0.0372, 990.521381855011)
(17, 64.376430416819389, 0.0378, 1048.832802772522)
(18, 64.262479555325868, 0.0356, 1107.2944288253784)
(19, 64.216359597046761, 0.0366, 1165.2482438087463)
(20, 64.159932942642826, 0.0377, 1223.798054933548)
(21, 64.05692360586103, 0.0362, 1282.2752158641815)
(22, 64.014619276048307, 0.0371, 1340.6474499702454)
(23, 63.984764112037325, 0.0345, 1398.8711059093475)
(24, 63.962905605796117, 0.0342, 1457.2904880046844)
(25, 63.859332654861397, 0.0345, 1515.6729879379272)
(26, 63.824006472267712, 0.0325, 1573.7614607810974)
(27, 63.773468429764918, 0.0357, 1632.0596578121185)
(28, 63.733026669812403, 0.0331, 1690.2916979789734)
(29, 63.713841287948888, 0.0332, 1748.7282288074493)
done.
