denoising autoencoder, full feedback
epochs = 20
hiddens = 500
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.885761918600764, 0.0902, 39.971577882766724)
(1, 73.563903641668261, 0.0768, 79.91744685173035)
(2, 70.924671662127025, 0.0685, 119.80054903030396)
(3, 69.395716994214581, 0.0655, 159.2531280517578)
(4, 68.319461501742623, 0.0666, 199.18683099746704)
(5, 67.637997291398179, 0.0614, 239.28760695457458)
(6, 67.16505801910273, 0.0576, 279.00305795669556)
(7, 66.805006655865412, 0.0575, 319.4704940319061)
(8, 66.517077544667302, 0.0577, 359.6571099758148)
(9, 66.256292475410859, 0.0537, 399.274621963501)
(10, 66.069211452731437, 0.0511, 439.1664249897003)
(11, 65.933638262591359, 0.0539, 478.8758029937744)
(12, 65.74851126811167, 0.0507, 518.6890869140625)
(13, 65.630009911889573, 0.0512, 558.8624439239502)
(14, 65.546704419823257, 0.0493, 598.7071838378906)
(15, 65.425323324252318, 0.0473, 638.5857739448547)
(16, 65.332218195619092, 0.0502, 678.2946898937225)
(17, 65.268458034480872, 0.0454, 717.7575340270996)
(18, 65.17379840854521, 0.0461, 757.3815259933472)
(19, 65.145948879350584, 0.0472, 797.2373900413513)
done.
