denoising autoencoder, full feedback
epochs = 20
hiddens = 100
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 100.82925974464875, 0.106, 12.647040843963623)
(1, 86.954559190340873, 0.1005, 25.262463808059692)
(2, 84.157044301888149, 0.0933, 38.29219102859497)
(3, 82.473507855646886, 0.0914, 50.98940587043762)
(4, 81.243109968409527, 0.0892, 64.06357598304749)
(5, 80.318833837598746, 0.0859, 77.26583099365234)
(6, 79.548883350782361, 0.0854, 90.17573404312134)
(7, 78.922039412129791, 0.085, 103.19282793998718)
(8, 78.46152500602642, 0.0839, 116.48091387748718)
(9, 78.049178182055485, 0.0844, 129.89399099349976)
(10, 77.775867084967174, 0.0831, 143.7588608264923)
(11, 77.481049730628669, 0.0857, 157.29095602035522)
(12, 77.283815780106082, 0.0823, 170.14054703712463)
(13, 77.111023929334308, 0.0818, 183.16365504264832)
(14, 76.91098097442962, 0.0835, 196.1616988182068)
(15, 76.796286970457999, 0.0804, 209.50058698654175)
(16, 76.699337443706582, 0.0859, 222.8315658569336)
(17, 76.606879698515257, 0.0837, 236.4240438938141)
(18, 76.510227887266907, 0.0863, 249.32129788398743)
(19, 76.416141420324919, 0.0824, 262.95373582839966)
done.
