denoising autoencoder, full feedback
epochs = 20
hiddens = 100
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 100.67504970194837, 0.1076, 13.277311086654663)
(1, 86.565656010789795, 0.0984, 25.94304609298706)
(2, 83.735326222510565, 0.0948, 38.60571813583374)
(3, 82.065849855194841, 0.0921, 51.42663502693176)
(4, 80.902391332337345, 0.0886, 64.5483329296112)
(5, 80.078865991037276, 0.0879, 77.28243207931519)
(6, 79.401942841503683, 0.0878, 90.8730571269989)
(7, 78.87688979687249, 0.0828, 103.40478706359863)
(8, 78.471374035107431, 0.0868, 116.2905330657959)
(9, 78.108590468665014, 0.0866, 129.51705312728882)
(10, 77.83511596643234, 0.0811, 142.8628809452057)
(11, 77.547474107863067, 0.0864, 156.00446009635925)
(12, 77.351300088012152, 0.0831, 169.4132730960846)
(13, 77.12649673255082, 0.0846, 181.99216508865356)
(14, 76.998337511146588, 0.0804, 195.11234998703003)
(15, 76.801684907818796, 0.0873, 207.97076511383057)
(16, 76.667903605645833, 0.085, 220.8358781337738)
(17, 76.535661890315481, 0.0871, 233.47430610656738)
(18, 76.410882398094273, 0.0834, 246.87870001792908)
(19, 76.329207227667339, 0.0855, 259.98327803611755)
done.
