denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.100000
corruption = 0.000000
epoch, cost, error_rate, time
(0, 57.909299425257892, 0.0786, 50.70177602767944)
(1, 53.259730952416625, 0.0721, 101.00324201583862)
(2, 52.696856708807545, 0.0669, 151.75652885437012)
(3, 52.382419333508437, 0.0623, 202.14293098449707)
(4, 52.15712107440369, 0.0594, 252.60547399520874)
(5, 51.977936038582413, 0.059, 302.97873091697693)
(6, 51.827203775243383, 0.0572, 353.26630187034607)
(7, 51.696455302615007, 0.0561, 403.7264449596405)
(8, 51.581061791584652, 0.0549, 454.1661398410797)
(9, 51.478200783774412, 0.0531, 504.8901319503784)
(10, 51.385890479413703, 0.0524, 555.4940278530121)
(11, 51.302554435120413, 0.0519, 606.1003890037537)
(12, 51.226896306312867, 0.0513, 656.4333729743958)
(13, 51.157842936961778, 0.0502, 706.7966239452362)
(14, 51.094500467069864, 0.0485, 757.0948209762573)
(15, 51.036128959910798, 0.048, 807.5029020309448)
(16, 50.98211928403817, 0.0476, 857.6683850288391)
(17, 50.931963216613411, 0.0467, 908.1338219642639)
(18, 50.885224887675449, 0.0462, 958.5141060352325)
(19, 50.841520905785472, 0.0454, 1009.0585649013519)
(20, 50.800512358789199, 0.0454, 1059.2463898658752)
(21, 50.761905902335187, 0.0448, 1109.848049879074)
(22, 50.725455388468347, 0.0447, 1160.0213520526886)
(23, 50.690957472942245, 0.0437, 1210.4237768650055)
(24, 50.658243449385225, 0.0427, 1260.921530008316)
(25, 50.627171255401912, 0.0423, 1311.169261932373)
(26, 50.59761796582994, 0.0416, 1361.698021888733)
(27, 50.5694726878585, 0.0417, 1412.5394690036774)
(28, 50.542631599374893, 0.0408, 1463.1072669029236)
(29, 50.516996127068033, 0.0405, 1513.6404089927673)
done.
