denoising autoencoder, full feedback
epochs = 50
hiddens = 1200
learning_rate = 0.100000
corruption = 0.050000
epoch, cost, error_rate, time
(0, 62.696971697437867, 0.0786, 66.1653459072113)
(1, 58.207014133194157, 0.0691, 132.13292789459229)
(2, 57.486097043680211, 0.0617, 198.27298402786255)
(3, 56.970181844893148, 0.057, 264.70101594924927)
(4, 56.603663615740615, 0.0522, 331.0287878513336)
(5, 56.270045176657135, 0.0483, 394.9121208190918)
(6, 55.994604200052073, 0.0454, 457.9035918712616)
(7, 55.745377210231695, 0.0437, 521.0125238895416)
(8, 55.526394991635158, 0.0433, 584.1526508331299)
(9, 55.349035443023887, 0.0416, 647.1896028518677)
(10, 55.187327068139098, 0.0419, 710.2710738182068)
(11, 55.049468973263274, 0.0428, 773.2780599594116)
(12, 54.927790338076953, 0.0422, 836.2821629047394)
(13, 54.815314813427229, 0.0395, 899.0934638977051)
(14, 54.708668103959212, 0.0394, 962.053897857666)
(15, 54.621159696057354, 0.0365, 1024.9483499526978)
(16, 54.548909273098744, 0.0399, 1087.830915927887)
(17, 54.48484756626582, 0.0378, 1150.8375480175018)
(18, 54.405075448837245, 0.0363, 1213.715548992157)
(19, 54.357486379737892, 0.0356, 1276.6356098651886)
(20, 54.309576320109088, 0.0342, 1339.6023650169373)
(21, 54.231042739643435, 0.0344, 1402.593612909317)
(22, 54.183729602764899, 0.0337, 1465.4673898220062)
(23, 54.13589368086415, 0.0341, 1528.5776200294495)
(24, 54.109400386305325, 0.0324, 1591.5963118076324)
(25, 54.057468290933841, 0.0337, 1654.7847819328308)
(26, 54.040136426577277, 0.0331, 1717.8789489269257)
(27, 53.993730663464881, 0.0334, 1780.8805840015411)
(28, 53.952788217755497, 0.0318, 1843.985270023346)
(29, 53.921382439419872, 0.032, 1907.0479400157928)
(30, 53.89793107379888, 0.0326, 1970.1137928962708)
(31, 53.873471896322243, 0.033, 2033.0571458339691)
(32, 53.841038641818741, 0.0318, 2096.059234857559)
(33, 53.799846757710938, 0.0287, 2159.2579758167267)
(34, 53.778562025176313, 0.0293, 2222.3535368442535)
(35, 53.760919692089523, 0.0301, 2285.3803520202637)
(36, 53.720352321280643, 0.0296, 2348.435070991516)
(37, 53.714983707533705, 0.0299, 2411.4780428409576)
(38, 53.678932572128474, 0.0292, 2474.190554857254)
(39, 53.665060400940988, 0.0302, 2537.382777929306)
(40, 53.645319491059318, 0.0282, 2600.482386827469)
(41, 53.630811573214004, 0.0284, 2663.391777038574)
(42, 53.615083162197678, 0.028, 2726.5411779880524)
(43, 53.587186733209897, 0.0276, 2789.561100959778)
(44, 53.561810571536249, 0.0281, 2852.382234811783)
(45, 53.556411272104739, 0.0277, 2915.52250289917)
(46, 53.524051531664782, 0.028, 2978.5053889751434)
(47, 53.536488166004155, 0.0277, 3041.4337949752808)
(48, 53.496290295916914, 0.027, 3104.709450006485)
(49, 53.49174924522211, 0.0268, 3167.9239568710327)
done.
