denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.395674945694381, 0.085, 58.288299798965454)
(1, 72.448458145688818, 0.0699, 116.37796378135681)
(2, 69.909013259116222, 0.0616, 174.7663378715515)
(3, 68.496529761477504, 0.0578, 233.24637389183044)
(4, 67.575894766648915, 0.0539, 291.4649169445038)
(5, 66.919227387362284, 0.0519, 350.0631728172302)
(6, 66.408908201616867, 0.0501, 408.5418179035187)
(7, 66.013789187715389, 0.0489, 467.0795569419861)
(8, 65.739695764958498, 0.0439, 525.342278957367)
(9, 65.460507197440407, 0.0458, 583.7988338470459)
(10, 65.242705065942786, 0.0442, 642.1602628231049)
(11, 65.066754061616095, 0.0415, 700.2942478656769)
(12, 64.930608288575939, 0.0419, 758.7056169509888)
(13, 64.807842195602603, 0.0402, 817.2287719249725)
(14, 64.648544755333845, 0.0391, 875.5569319725037)
(15, 64.587220246413423, 0.0385, 933.6363019943237)
(16, 64.472538285608238, 0.0392, 992.1869459152222)
(17, 64.371115401780912, 0.0388, 1050.5831809043884)
(18, 64.274480848508475, 0.0371, 1108.5118629932404)
(19, 64.213227040338865, 0.0363, 1166.8598589897156)
(20, 64.196436172091239, 0.0372, 1225.398857831955)
(21, 64.090045153225873, 0.0357, 1283.856726884842)
(22, 64.053500102223509, 0.0349, 1341.923301935196)
(23, 63.977123639468346, 0.035, 1400.4047248363495)
(24, 63.903255754180826, 0.0359, 1459.0026698112488)
(25, 63.870548082981841, 0.0361, 1517.1331198215485)
(26, 63.799854963078836, 0.0358, 1575.5598728656769)
(27, 63.810178696878964, 0.0353, 1634.242416858673)
(28, 63.753558968537547, 0.0331, 1692.638916015625)
(29, 63.681236091155675, 0.0336, 1750.9188449382782)
done.
