denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.140000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.475394949440101, 0.0818, 36.00036001205444)
(1, 71.972023257446835, 0.064, 71.8226568698883)
(2, 69.451185772159647, 0.0606, 107.64863705635071)
(3, 68.174728718445607, 0.0575, 143.68130707740784)
(4, 67.408007865958524, 0.0543, 179.50072193145752)
(5, 66.855792780571875, 0.0512, 215.4699170589447)
(6, 66.489423192552891, 0.05, 251.45483303070068)
(7, 66.169234057678665, 0.0452, 287.31133794784546)
(8, 65.918195806974282, 0.0466, 323.2793610095978)
(9, 65.709409665972629, 0.0442, 359.0292148590088)
(10, 65.586335904417425, 0.0458, 394.8161849975586)
(11, 65.404594921739147, 0.0452, 430.89498496055603)
(12, 65.24410830834762, 0.0432, 466.7693998813629)
(13, 65.167424070799512, 0.0424, 502.5940110683441)
(14, 65.080317257450019, 0.0418, 538.598671913147)
(15, 64.976204391566199, 0.0403, 574.3956398963928)
(16, 64.905581827460878, 0.0414, 610.3318300247192)
(17, 64.849329008326066, 0.0413, 645.6322500705719)
(18, 64.783172901601247, 0.0403, 681.3113329410553)
(19, 64.697131099010079, 0.0379, 717.1674149036407)
done.
