denoising autoencoder, full feedback
epochs = 20
hiddens = 100
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 100.70267285555322, 0.1108, 13.239351987838745)
(1, 86.932503595460531, 0.1016, 26.785599946975708)
(2, 83.951659386048505, 0.0921, 39.76486587524414)
(3, 82.226358736666313, 0.0951, 52.68491888046265)
(4, 80.97303804237599, 0.0912, 65.1983699798584)
(5, 80.081436677808142, 0.0924, 78.01585698127747)
(6, 79.422083954924986, 0.0874, 90.52475786209106)
(7, 78.928694461251737, 0.0843, 103.47203397750854)
(8, 78.525681512015495, 0.0851, 116.68585801124573)
(9, 78.078366500346519, 0.085, 129.51643800735474)
(10, 77.770921786307568, 0.0808, 142.1324360370636)
(11, 77.481856596228113, 0.0839, 155.3875448703766)
(12, 77.261503074022599, 0.0839, 168.45863103866577)
(13, 77.012872912252107, 0.088, 181.63745784759521)
(14, 76.793544635792273, 0.0834, 194.67542600631714)
(15, 76.677206622590163, 0.0835, 208.12447500228882)
(16, 76.537207231061018, 0.0796, 221.06416201591492)
(17, 76.42347980269156, 0.0837, 233.94463300704956)
(18, 76.288344999704037, 0.0809, 247.60763597488403)
(19, 76.154954161671924, 0.0815, 260.8537428379059)
done.
