denoising autoencoder, full feedback
epochs = 50
hiddens = 1200
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.399343566631842, 0.0823, 63.67877197265625)
(1, 72.318521418842877, 0.0652, 127.11926484107971)
(2, 69.909551560474085, 0.0611, 190.5919668674469)
(3, 68.45896531811907, 0.0564, 254.2109727859497)
(4, 67.527620375751738, 0.0521, 317.8828008174896)
(5, 66.868585152942345, 0.0502, 381.660267829895)
(6, 66.377581509625145, 0.0488, 445.2764480113983)
(7, 66.012722698610304, 0.046, 508.8396518230438)
(8, 65.669297439954249, 0.0449, 572.49045586586)
(9, 65.438311286103612, 0.0438, 636.1455929279327)
(10, 65.198569887302355, 0.0418, 699.7790758609772)
(11, 65.030223105269684, 0.0413, 763.6257297992706)
(12, 64.840249816031246, 0.0416, 827.1999628543854)
(13, 64.71360514466582, 0.0389, 890.9429597854614)
(14, 64.589577937690748, 0.0398, 954.547415971756)
(15, 64.46419547823804, 0.0387, 1018.3247208595276)
(16, 64.386376892695239, 0.039, 1081.8385558128357)
(17, 64.292034586406402, 0.0359, 1145.4637207984924)
(18, 64.210667404978324, 0.0361, 1209.210335969925)
(19, 64.119730679401613, 0.0354, 1272.6828289031982)
(20, 64.053046557824615, 0.0357, 1336.3172998428345)
(21, 63.994977992591657, 0.0348, 1399.916256904602)
(22, 63.942666371865094, 0.0339, 1463.428612947464)
(23, 63.832148107007008, 0.0335, 1526.9106159210205)
(24, 63.792995211661328, 0.0342, 1590.476079940796)
(25, 63.773688747411384, 0.0338, 1653.8738708496094)
(26, 63.690266007317092, 0.0346, 1717.7517738342285)
(27, 63.633803984103167, 0.0327, 1781.3982238769531)
(28, 63.626498298547311, 0.0328, 1844.9094808101654)
(29, 63.580278365081057, 0.0319, 1908.6240158081055)
(30, 63.544323015547121, 0.0329, 1972.120050907135)
(31, 63.495578526273739, 0.0329, 2035.7304029464722)
(32, 63.454910819491907, 0.0319, 2099.3228089809418)
(33, 63.443205668862291, 0.032, 2162.929511785507)
(34, 63.414967500208213, 0.033, 2226.4141569137573)
(35, 63.384883885499612, 0.0308, 2290.025321006775)
(36, 63.317063564304704, 0.0327, 2353.611487865448)
(37, 63.325311317112401, 0.03, 2417.3108727931976)
(38, 63.285812854411269, 0.0329, 2481.025599002838)
(39, 63.258737300335071, 0.0324, 2544.3986558914185)
(40, 63.230974098093448, 0.0299, 2607.9604918956757)
(41, 63.20039633748862, 0.0321, 2671.4448018074036)
(42, 63.178676623060795, 0.0297, 2734.780804872513)
(43, 63.16201611760544, 0.0302, 2798.3276867866516)
(44, 63.120841456268494, 0.0304, 2862.067188978195)
(45, 63.113318656316729, 0.0308, 2925.5477089881897)
(46, 63.089980316426463, 0.0309, 2988.862690925598)
(47, 63.088955159700362, 0.0298, 3052.4702908992767)
(48, 63.05397558501322, 0.0298, 3116.0430388450623)
(49, 63.044617562537546, 0.031, 3179.637990951538)
done.
