denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.120000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.769729628249166, 0.0816, 36.00437021255493)
(1, 72.493918215176237, 0.0699, 71.57997012138367)
(2, 69.988589664421553, 0.0642, 107.40851712226868)
(3, 68.601464697865651, 0.0599, 143.19477009773254)
(4, 67.736196079858374, 0.0565, 178.88231420516968)
(5, 67.156467844120016, 0.0549, 214.6486701965332)
(6, 66.714504083358378, 0.05, 250.30429410934448)
(7, 66.357158608462782, 0.0491, 286.23122906684875)
(8, 66.103569992422493, 0.05, 322.02728509902954)
(9, 65.851475273207882, 0.0485, 357.8591651916504)
(10, 65.710995702897392, 0.0487, 393.7210900783539)
(11, 65.514437352138287, 0.0439, 429.4471139907837)
(12, 65.38763354048119, 0.0438, 465.1344749927521)
(13, 65.257149496132996, 0.0453, 501.0657742023468)
(14, 65.145749799537924, 0.0439, 536.9521331787109)
(15, 65.067199608549529, 0.0447, 572.7924571037292)
(16, 64.983829738055164, 0.0424, 608.7175340652466)
(17, 64.917791470876693, 0.0427, 644.415922164917)
(18, 64.851126159705146, 0.039, 680.4395370483398)
(19, 64.766687335600693, 0.0407, 716.1175401210785)
done.
