denoising autoencoder, full feedback
epochs = 30
hiddens = 4000
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 95.346019382224, 0.0851, 172.8326690196991)
(1, 73.780794450904509, 0.0666, 345.7148768901825)
(2, 70.997435697052211, 0.0625, 518.8806948661804)
(3, 69.313984817437301, 0.0564, 691.7472910881042)
(4, 68.283062823674669, 0.0528, 864.5674779415131)
(5, 67.452035766450265, 0.0478, 1037.7265210151672)
(6, 66.925928899286987, 0.0498, 1210.813353061676)
(7, 66.454031553188173, 0.0456, 1383.8366680145264)
(8, 66.114055454975585, 0.0414, 1556.9533848762512)
(9, 65.756739005442313, 0.038, 1729.9605920314789)
(10, 65.494351715867822, 0.041, 1903.0410408973694)
(11, 65.285355733532825, 0.0399, 2076.0831110477448)
(12, 65.050480035817586, 0.0383, 2249.189498901367)
(13, 64.905408810058859, 0.0366, 2422.1780018806458)
(14, 64.726224141559584, 0.0359, 2595.2617568969727)
(15, 64.593200560039975, 0.0352, 2768.394902944565)
(16, 64.486082815176587, 0.0354, 2941.651850938797)
(17, 64.348473406872316, 0.0332, 3114.728481054306)
(18, 64.249624181467837, 0.0337, 3287.807051897049)
(19, 64.1513717975552, 0.0334, 3460.770874977112)
(20, 64.040216031512387, 0.0331, 3633.75692987442)
(21, 63.987294419320335, 0.0316, 3806.8375930786133)
(22, 63.900964446800025, 0.0321, 3979.940404891968)
(23, 63.787540525096304, 0.0326, 4153.141433954239)
(24, 63.757257634194914, 0.0321, 4326.254292964935)
(25, 63.702610238564667, 0.0298, 4499.289155006409)
(26, 63.633453861677545, 0.0314, 4672.47821187973)
(27, 63.547771384095341, 0.0322, 4845.610524892807)
(28, 63.524814175839836, 0.0314, 5018.648551940918)
(29, 63.450741971841012, 0.0285, 5191.753164052963)
done.
