denoising autoencoder, full feedback
epochs = 50
hiddens = 1200
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.328647270000232, 0.0836, 63.29295110702515)
(1, 72.181952270759766, 0.068, 126.47674894332886)
(2, 69.767859614863369, 0.0609, 189.85340905189514)
(3, 68.409621421979139, 0.0571, 253.25567293167114)
(4, 67.502688948232802, 0.051, 316.79730010032654)
(5, 66.882328226406273, 0.0517, 380.1314330101013)
(6, 66.394335192768295, 0.048, 443.3515090942383)
(7, 66.004155601428266, 0.0458, 506.72110295295715)
(8, 65.691693929128249, 0.0433, 570.0403361320496)
(9, 65.424510800651603, 0.0461, 633.465430021286)
(10, 65.23179002052072, 0.043, 696.8468849658966)
(11, 65.006239925734519, 0.0391, 760.2389869689941)
(12, 64.887744631095927, 0.0412, 823.6495039463043)
(13, 64.754834601805442, 0.0404, 887.1496469974518)
(14, 64.609294203023694, 0.0396, 950.5003840923309)
(15, 64.491897324442746, 0.0366, 1013.8705711364746)
(16, 64.374952395674995, 0.0366, 1077.2907259464264)
(17, 64.332969526574047, 0.0371, 1140.538509130478)
(18, 64.211319468631473, 0.0359, 1203.9442219734192)
(19, 64.118046957925529, 0.0331, 1267.3911790847778)
(20, 64.066862758045019, 0.0367, 1330.8669950962067)
(21, 64.037393122843284, 0.0327, 1394.3335659503937)
(22, 63.93900481991102, 0.0341, 1457.6010429859161)
(23, 63.869599110538793, 0.034, 1520.9601969718933)
(24, 63.840606445717881, 0.0331, 1584.359780073166)
(25, 63.752000474925907, 0.0324, 1647.788402080536)
(26, 63.759460866217104, 0.0337, 1711.085566997528)
(27, 63.674063815244857, 0.0334, 1774.5303699970245)
(28, 63.630980550854758, 0.0317, 1837.8662159442902)
(29, 63.613519412145905, 0.0306, 1901.1608729362488)
(30, 63.556832153394886, 0.03, 1964.433298110962)
(31, 63.50663382759582, 0.0312, 2027.893541097641)
(32, 63.506761170516292, 0.031, 2091.168340921402)
(33, 63.465494941285208, 0.0319, 2154.3921461105347)
(34, 63.391772380170167, 0.0304, 2217.7237000465393)
(35, 63.388277884119077, 0.0318, 2280.920366048813)
(36, 63.354257732225037, 0.031, 2344.351431131363)
(37, 63.301794567157003, 0.0306, 2407.7241110801697)
(38, 63.290155127863123, 0.0306, 2471.072669029236)
(39, 63.260512491889088, 0.0296, 2534.5118861198425)
(40, 63.281034228121896, 0.0313, 2597.917475938797)
(41, 63.213803387534398, 0.0306, 2661.2339730262756)
(42, 63.194614294278189, 0.03, 2724.564278125763)
(43, 63.140694285258476, 0.0296, 2787.6001369953156)
(44, 63.164224966988073, 0.0309, 2851.0485529899597)
(45, 63.152884650101747, 0.0291, 2914.4548411369324)
(46, 63.105598215773284, 0.0299, 2978.0737829208374)
(47, 63.130722554749212, 0.03, 3041.5843489170074)
(48, 63.070084472060749, 0.0283, 3105.1109471321106)
(49, 63.052548494358724, 0.0291, 3168.332903146744)
done.
