denoising autoencoder, full feedback
epochs = 20
hiddens = 50
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 116.80204732452661, 0.1252, 9.88800597190857)
(1, 101.86157140892092, 0.1185, 19.627901077270508)
(2, 98.928050931844638, 0.1113, 29.348416090011597)
(3, 97.610125666811498, 0.1094, 39.10877203941345)
(4, 96.755588920184451, 0.1033, 48.518269062042236)
(5, 96.239715966054007, 0.1056, 58.387150049209595)
(6, 95.714055128383777, 0.1033, 68.13783001899719)
(7, 95.348790496357438, 0.1054, 77.83441805839539)
(8, 95.003235556092577, 0.1053, 87.70518898963928)
(9, 94.702485226990788, 0.1039, 97.69523906707764)
(10, 94.340575162593382, 0.1084, 107.41375303268433)
(11, 94.176119169210182, 0.1086, 117.25214505195618)
(12, 93.894666093378135, 0.1067, 127.05202794075012)
(13, 93.645201692089941, 0.1071, 136.7578248977661)
(14, 93.496933169851886, 0.1065, 146.36159992218018)
(15, 93.325699625042716, 0.1045, 156.16056299209595)
(16, 93.180523049066082, 0.1083, 165.8315510749817)
(17, 93.088450600508793, 0.1102, 175.71580696105957)
(18, 92.9628246755003, 0.1061, 185.51308798789978)
(19, 92.842567737136861, 0.1076, 195.4013590812683)
done.
