denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.160000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.268428405583762, 0.0766, 34.66648602485657)
(1, 71.682898011541624, 0.0624, 69.61234903335571)
(2, 69.29205636690736, 0.0581, 104.18854904174805)
(3, 68.066810926467838, 0.0561, 138.76876521110535)
(4, 67.315732642194234, 0.0508, 173.65485405921936)
(5, 66.824917779423373, 0.048, 208.21608901023865)
(6, 66.448825101701203, 0.0473, 243.1534960269928)
(7, 66.130386330870223, 0.0464, 277.87402415275574)
(8, 65.895541966879605, 0.0464, 312.7506721019745)
(9, 65.728151767099703, 0.0446, 347.46890115737915)
(10, 65.580723323803028, 0.0442, 382.08949398994446)
(11, 65.42339319427127, 0.0428, 416.7894551753998)
(12, 65.292116629832421, 0.0409, 451.5077040195465)
(13, 65.197551686647586, 0.041, 486.2807950973511)
(14, 65.097725138500138, 0.0411, 520.9970471858978)
(15, 65.016456457064621, 0.0405, 555.8759491443634)
(16, 64.986866241011057, 0.0416, 590.533970117569)
(17, 64.859678238213149, 0.0367, 625.0639111995697)
(18, 64.838832338371077, 0.0387, 659.9394152164459)
(19, 64.763006044638004, 0.0376, 694.4982030391693)
done.
