denoising autoencoder, full feedback
epochs = 20
hiddens = 50
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 116.53744181258537, 0.1223, 9.758472919464111)
(1, 101.71931350188014, 0.119, 19.382219076156616)
(2, 98.92913640973164, 0.1193, 29.48612403869629)
(3, 97.490130576589323, 0.1173, 39.335237979888916)
(4, 96.537605269628315, 0.1121, 49.28563904762268)
(5, 95.874704916645868, 0.1097, 58.8947319984436)
(6, 95.317716657292763, 0.1126, 68.63491797447205)
(7, 94.917023145788647, 0.1097, 78.33183407783508)
(8, 94.458670697091137, 0.1153, 88.14204597473145)
(9, 94.115339488686786, 0.1085, 97.90032196044922)
(10, 93.821003239530626, 0.1076, 107.75635600090027)
(11, 93.54003264295018, 0.1093, 117.45082402229309)
(12, 93.373066798461849, 0.1106, 127.3349449634552)
(13, 93.203705333015805, 0.1076, 137.10166192054749)
(14, 93.065470542113616, 0.1049, 146.7478358745575)
(15, 92.906881993508591, 0.1047, 156.40052795410156)
(16, 92.815204613750794, 0.1058, 166.26755690574646)
(17, 92.708204330953777, 0.1078, 176.0277259349823)
(18, 92.59405610113194, 0.1045, 185.57338190078735)
(19, 92.560921666504711, 0.1062, 195.34821391105652)
done.
