denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.100000
corruption = 0.000000
epoch, cost, error_rate, time
(0, 57.876966070246404, 0.078, 50.30692100524902)
(1, 53.24217087329675, 0.0722, 100.63100504875183)
(2, 52.679132607165585, 0.0685, 150.79007601737976)
(3, 52.370413501271727, 0.0652, 201.45968008041382)
(4, 52.15139831064932, 0.0617, 251.8752100467682)
(5, 51.978262679667793, 0.0596, 302.13385009765625)
(6, 51.833218046277054, 0.0589, 352.4898030757904)
(7, 51.707404475114672, 0.0571, 402.8506829738617)
(8, 51.596000229889484, 0.0556, 453.0257999897003)
(9, 51.496161818655594, 0.0546, 503.1711630821228)
(10, 51.405988990014684, 0.0536, 553.4362320899963)
(11, 51.324050370943581, 0.0531, 603.7186119556427)
(12, 51.249183055462517, 0.0528, 654.0892281532288)
(13, 51.180419551321656, 0.0518, 704.2775411605835)
(14, 51.116957242911731, 0.0507, 754.4374821186066)
(15, 51.058136470681127, 0.0501, 804.495218038559)
(16, 51.00342124496629, 0.0504, 854.6697480678558)
(17, 50.952376206701373, 0.0493, 904.7941889762878)
(18, 50.904638976254567, 0.0485, 955.2267899513245)
(19, 50.859898956368326, 0.0479, 1005.4658780097961)
(20, 50.817885189578121, 0.0474, 1055.51083111763)
(21, 50.778356267636042, 0.0467, 1105.845613002777)
(22, 50.741091935955751, 0.0462, 1155.8012280464172)
(23, 50.705889730070417, 0.0453, 1206.0449690818787)
(24, 50.67256482960147, 0.0453, 1256.0418860912323)
(25, 50.640949879660447, 0.0443, 1306.263123035431)
(26, 50.610894603989948, 0.0441, 1356.5486500263214)
(27, 50.582265734163599, 0.0437, 1406.9337401390076)
(28, 50.554946292133963, 0.0433, 1457.1743359565735)
(29, 50.528833095117385, 0.0433, 1507.8037550449371)
done.
