denoising autoencoder, full feedback
epochs = 20
hiddens = 100
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 100.74986191868875, 0.1068, 13.287146806716919)
(1, 86.83037012612489, 0.0957, 25.831093788146973)
(2, 84.028375735065211, 0.0946, 39.071053981781006)
(3, 82.271135965083118, 0.0935, 51.756847858428955)
(4, 80.962655573052572, 0.0928, 65.17605590820312)
(5, 80.121135640651559, 0.0897, 77.87616086006165)
(6, 79.455395033931524, 0.0888, 90.52174091339111)
(7, 78.965476049948947, 0.0872, 103.65980291366577)
(8, 78.594493216536804, 0.0866, 116.4085488319397)
(9, 78.231452078566164, 0.0863, 129.76392889022827)
(10, 77.989878733265542, 0.0861, 142.52039980888367)
(11, 77.78735794312415, 0.0885, 155.2678999900818)
(12, 77.606583749868122, 0.0859, 167.9941279888153)
(13, 77.421043997289189, 0.0852, 181.3771939277649)
(14, 77.24173074323906, 0.0863, 193.97423481941223)
(15, 77.083918696017264, 0.0876, 206.75558996200562)
(16, 76.94126099698866, 0.0859, 219.62005186080933)
(17, 76.823760025233327, 0.0895, 233.05669689178467)
(18, 76.704470750933339, 0.0855, 246.67948293685913)
(19, 76.579901694239112, 0.0832, 259.35241293907166)
done.
