denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.140000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.553460827795746, 0.0793, 35.17132496833801)
(1, 72.117331287067927, 0.0643, 70.73359394073486)
(2, 69.589332294418, 0.06, 105.70949506759644)
(3, 68.26799167302056, 0.0587, 140.91251802444458)
(4, 67.440981994408105, 0.0515, 176.37780690193176)
(5, 66.866462326725028, 0.0502, 211.47406601905823)
(6, 66.42320686074838, 0.0485, 246.7570240497589)
(7, 66.135574937872704, 0.0465, 282.0599699020386)
(8, 65.907469221779266, 0.0457, 317.14504504203796)
(9, 65.740522124266619, 0.0458, 352.41017603874207)
(10, 65.48123234337136, 0.0443, 387.71732091903687)
(11, 65.350326165537822, 0.0434, 422.7310879230499)
(12, 65.257424517379391, 0.0434, 458.0744400024414)
(13, 65.186527520321121, 0.0437, 493.392471075058)
(14, 65.053498389601444, 0.041, 528.487165927887)
(15, 64.974511758821208, 0.0407, 563.9288449287415)
(16, 64.903858493665041, 0.0398, 599.0852658748627)
(17, 64.838396100296166, 0.0407, 634.236624956131)
(18, 64.774122331580244, 0.0407, 669.6169350147247)
(19, 64.675906450933397, 0.0363, 704.6430730819702)
done.
