denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.050000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.861431442806165, 0.1009, 59.269028186798096)
(1, 74.667219850486163, 0.0879, 118.70878100395203)
(2, 72.600185659183779, 0.0829, 177.62138414382935)
(3, 71.087439847886955, 0.0733, 236.78863716125488)
(4, 69.901456636930646, 0.0685, 295.9144790172577)
(5, 68.987139096773745, 0.0643, 355.1228680610657)
(6, 68.30233997051856, 0.0612, 414.33763098716736)
(7, 67.738253831373171, 0.0612, 473.60133814811707)
(8, 67.266106739490596, 0.0577, 532.6055719852448)
(9, 66.943229755194864, 0.0543, 591.6640911102295)
(10, 66.614912652425872, 0.056, 650.8530900478363)
(11, 66.358802038511968, 0.0527, 710.1173770427704)
(12, 66.085363858538997, 0.0534, 769.2041721343994)
(13, 65.861547464668305, 0.0531, 828.3559050559998)
(14, 65.732842696542079, 0.0518, 887.5536530017853)
(15, 65.569679506122412, 0.0476, 946.5941569805145)
(16, 65.417962261987611, 0.0467, 1005.7438600063324)
(17, 65.254869115153994, 0.0456, 1064.9416391849518)
(18, 65.141281058647607, 0.0464, 1124.055512189865)
(19, 65.033756096133189, 0.0465, 1183.2670731544495)
(20, 64.969935446927494, 0.0438, 1242.4274611473083)
(21, 64.861741661613806, 0.0455, 1301.5988450050354)
(22, 64.778266580854151, 0.0453, 1360.8732850551605)
(23, 64.668042567922839, 0.0432, 1420.1460981369019)
(24, 64.642983498443598, 0.0403, 1479.24764919281)
(25, 64.58726878393054, 0.043, 1538.5053679943085)
(26, 64.472476935242938, 0.0451, 1597.6682829856873)
(27, 64.415526429979067, 0.0434, 1657.0282499790192)
(28, 64.396163082047508, 0.0398, 1716.234447002411)
(29, 64.291185371778127, 0.0424, 1775.4345111846924)
done.
