denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.050000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.785762750842068, 0.1054, 55.24261689186096)
(1, 74.730692230807463, 0.0878, 110.57289409637451)
(2, 72.632418510309634, 0.0767, 169.52179098129272)
(3, 71.071082594074014, 0.0735, 228.6170299053192)
(4, 69.907631940136511, 0.0681, 287.48015904426575)
(5, 69.003953792679951, 0.0623, 346.26165199279785)
(6, 68.313213509095036, 0.062, 405.1794810295105)
(7, 67.788905315821651, 0.0585, 464.03686594963074)
(8, 67.325025929740079, 0.0555, 522.8646891117096)
(9, 66.967899057751623, 0.0552, 581.814945936203)
(10, 66.630135520038294, 0.0532, 640.6069839000702)
(11, 66.369584454365267, 0.0513, 699.4788959026337)
(12, 66.097997675818448, 0.0508, 758.3566710948944)
(13, 65.961231025597499, 0.049, 817.196958065033)
(14, 65.765406153185864, 0.0506, 876.1470448970795)
(15, 65.63202900380837, 0.0488, 934.9517650604248)
(16, 65.448055931630364, 0.0483, 993.7981638908386)
(17, 65.327491932418951, 0.0472, 1052.6874549388885)
(18, 65.158313865733163, 0.046, 1111.830764055252)
(19, 65.085022082237515, 0.0467, 1170.5599029064178)
(20, 64.971257689922254, 0.0464, 1229.2323079109192)
(21, 64.881713245514149, 0.0438, 1288.105964899063)
(22, 64.811496404323108, 0.0434, 1346.97159409523)
(23, 64.709630116980136, 0.0443, 1405.8616631031036)
(24, 64.642645867253961, 0.0417, 1464.6667630672455)
(25, 64.566319003617735, 0.0401, 1523.637058019638)
(26, 64.493450552133794, 0.0446, 1582.3672239780426)
(27, 64.434061694444125, 0.0391, 1641.241487979889)
(28, 64.391959958152484, 0.0399, 1700.0434880256653)
(29, 64.356393594008054, 0.0405, 1758.7276558876038)
done.
