denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.140000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.422613379076225, 0.0785, 34.78204107284546)
(1, 71.912728428169316, 0.0652, 69.72202515602112)
(2, 69.438176581632135, 0.0603, 104.49841904640198)
(3, 68.146980564989832, 0.0575, 139.51461100578308)
(4, 67.381321945142673, 0.0538, 174.3445270061493)
(5, 66.857422104948682, 0.0488, 209.01064205169678)
(6, 66.430118100945151, 0.0502, 243.91226410865784)
(7, 66.152445011565021, 0.046, 278.4788761138916)
(8, 65.912256913487724, 0.0445, 313.47782921791077)
(9, 65.706212252014254, 0.0465, 348.13035917282104)
(10, 65.525613586500668, 0.0422, 383.00367617607117)
(11, 65.355791800715892, 0.0436, 417.7427260875702)
(12, 65.272688269956731, 0.0418, 452.395250082016)
(13, 65.161137684934232, 0.0423, 487.3412981033325)
(14, 65.051760123162936, 0.0395, 522.0844781398773)
(15, 65.014220052955238, 0.04, 557.1133241653442)
(16, 64.940774987188931, 0.0389, 591.7948741912842)
(17, 64.882150637520766, 0.0398, 626.8179311752319)
(18, 64.817109156925667, 0.039, 661.6122632026672)
(19, 64.693873705085934, 0.0373, 696.4038081169128)
done.
