denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.140000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.485414423565828, 0.0783, 35.750388860702515)
(1, 72.011076774291226, 0.0641, 71.32084488868713)
(2, 69.500035876789696, 0.0616, 107.04196095466614)
(3, 68.204277835458925, 0.0561, 142.64659905433655)
(4, 67.404707314011304, 0.0524, 178.28455686569214)
(5, 66.861694478595339, 0.051, 214.14092803001404)
(6, 66.447682302425889, 0.0479, 249.82443284988403)
(7, 66.097752039947977, 0.0484, 285.64213585853577)
(8, 65.894006370998937, 0.0437, 321.3849518299103)
(9, 65.669767538736266, 0.045, 357.0362288951874)
(10, 65.512102323456944, 0.0414, 392.6912338733673)
(11, 65.337348906953011, 0.0409, 427.086984872818)
(12, 65.230340597638587, 0.0406, 461.7849349975586)
(13, 65.102708849678649, 0.0403, 496.81681299209595)
(14, 65.033999598727576, 0.0406, 531.6115548610687)
(15, 64.943650562258071, 0.039, 566.6626369953156)
(16, 64.865783824107623, 0.041, 601.4689948558807)
(17, 64.828434482937865, 0.0401, 636.4550960063934)
(18, 64.751688090674321, 0.0392, 671.0824739933014)
(19, 64.693859480815178, 0.0379, 706.0424659252167)
done.
