denoising autoencoder, full feedback
epochs = 20
hiddens = 300
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 85.249425266968004, 0.0952, 20.659024953842163)
(1, 75.584510363986851, 0.0836, 40.961467027664185)
(2, 72.853942625808983, 0.0753, 61.16298007965088)
(3, 71.11418550902431, 0.0747, 81.51327705383301)
(4, 70.027823761959823, 0.0729, 101.88652992248535)
(5, 69.330549636315453, 0.0686, 121.99595713615417)
(6, 68.825268165114394, 0.0674, 142.20752596855164)
(7, 68.419951110629839, 0.0695, 162.22594499588013)
(8, 68.087031987218211, 0.0672, 182.77760004997253)
(9, 67.834785485958363, 0.0647, 203.21006894111633)
(10, 67.605162193648141, 0.0664, 223.3178369998932)
(11, 67.488546658983921, 0.067, 243.53179097175598)
(12, 67.307445611771087, 0.0656, 263.8424241542816)
(13, 67.197541137811513, 0.0632, 284.19329810142517)
(14, 67.040573534995332, 0.0653, 304.2358000278473)
(15, 66.933710351529882, 0.0587, 324.46180415153503)
(16, 66.907644343218891, 0.0605, 344.44466400146484)
(17, 66.778298831091064, 0.066, 364.71894001960754)
(18, 66.694816035587408, 0.0614, 384.5910451412201)
(19, 66.653659820784242, 0.0608, 404.81160497665405)
done.
