denoising autoencoder, full feedback
epochs = 20
hiddens = 100
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 100.77844841384787, 0.1098, 11.946478128433228)
(1, 86.829350620972761, 0.1009, 24.726887941360474)
(2, 83.847745009914959, 0.0938, 37.83288812637329)
(3, 82.132331020409381, 0.0914, 50.61992311477661)
(4, 80.971735355284892, 0.0916, 63.552870988845825)
(5, 80.095254017366159, 0.089, 76.318932056427)
(6, 79.370369407775456, 0.0855, 88.86579394340515)
(7, 78.767819847903255, 0.0876, 101.3957531452179)
(8, 78.303853301106528, 0.0836, 114.38862800598145)
(9, 77.917544042395491, 0.0839, 126.88608407974243)
(10, 77.631142773835876, 0.0824, 139.43654608726501)
(11, 77.357392112979326, 0.0807, 153.15216994285583)
(12, 77.149228853381501, 0.0823, 166.10177206993103)
(13, 76.944970285183103, 0.0797, 179.09881210327148)
(14, 76.797392838419654, 0.0826, 191.91854095458984)
(15, 76.594044422822464, 0.0826, 204.50847601890564)
(16, 76.485808088193536, 0.0833, 217.35088896751404)
(17, 76.314835784011123, 0.0815, 230.19935297966003)
(18, 76.269032123064775, 0.0818, 243.3098499774933)
(19, 76.197392009749535, 0.0803, 256.5934851169586)
done.
