denoising autoencoder, full feedback
epochs = 30
hiddens = 4000
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 96.086754809694924, 0.0897, 171.9710669517517)
(1, 73.917805610664985, 0.0721, 344.08600783348083)
(2, 70.979447301730957, 0.0609, 516.2865619659424)
(3, 69.328906570703396, 0.057, 688.4915068149567)
(4, 68.274486553393245, 0.0527, 860.7393658161163)
(5, 67.510998902301509, 0.0469, 1032.9514119625092)
(6, 66.964593598470401, 0.047, 1205.116115808487)
(7, 66.466981431494872, 0.0477, 1377.2703847885132)
(8, 66.106968557286521, 0.0436, 1549.6712498664856)
(9, 65.782596543752348, 0.0415, 1722.1251029968262)
(10, 65.498312705636053, 0.0419, 1894.3400440216064)
(11, 65.313601327192202, 0.0407, 2066.7206478118896)
(12, 65.087307410947332, 0.0378, 2239.0082910060883)
(13, 64.878195234589754, 0.0359, 2411.2169559001923)
(14, 64.755668925557472, 0.0373, 2583.4992458820343)
(15, 64.559183319963608, 0.0341, 2755.91734790802)
(16, 64.467233173036149, 0.0361, 2928.353574991226)
(17, 64.348168695528628, 0.0343, 3100.7628939151764)
(18, 64.238780378284716, 0.0342, 3273.4385340213776)
(19, 64.137654196732683, 0.0302, 3445.756204843521)
(20, 64.032215761811543, 0.0328, 3618.072944879532)
(21, 63.954991904627242, 0.0309, 3790.4348368644714)
(22, 63.896427792708096, 0.034, 3962.7854528427124)
(23, 63.822845586663483, 0.0337, 4135.244866847992)
(24, 63.748482473140001, 0.0306, 4307.536153793335)
(25, 63.682068341115446, 0.0311, 4479.834227800369)
(26, 63.584860216268282, 0.0305, 4652.160952806473)
(27, 63.561780906479235, 0.0321, 4824.438155889511)
(28, 63.488737593397857, 0.0324, 4996.797523975372)
(29, 63.448487130573916, 0.0292, 5169.261075973511)
done.
