denoising autoencoder, full feedback
epochs = 20
hiddens = 100
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 100.7867477321647, 0.1093, 12.727276086807251)
(1, 87.019862463088984, 0.1056, 25.796458959579468)
(2, 84.047440726208734, 0.0933, 38.64677906036377)
(3, 82.344705519916246, 0.091, 51.630184173583984)
(4, 81.20813408728462, 0.0887, 64.61980319023132)
(5, 80.281204141799662, 0.0919, 77.5965940952301)
(6, 79.605403379995579, 0.0855, 90.39008808135986)
(7, 79.064078631247895, 0.0882, 102.61633896827698)
(8, 78.590598761450806, 0.0836, 115.82878804206848)
(9, 78.229780026888264, 0.0832, 128.84245800971985)
(10, 77.944178841977688, 0.086, 142.05954599380493)
(11, 77.699934736761492, 0.0859, 155.0993630886078)
(12, 77.430359999638668, 0.0862, 168.4164400100708)
(13, 77.269779263167834, 0.0873, 182.1496410369873)
(14, 77.11542928453305, 0.0868, 195.4589021205902)
(15, 76.88915175973959, 0.0846, 208.31802797317505)
(16, 76.804753602407089, 0.0843, 221.00808715820312)
(17, 76.69335321622367, 0.0834, 233.8049030303955)
(18, 76.579140344450025, 0.0819, 246.36860013008118)
(19, 76.456493618363808, 0.0847, 259.18806409835815)
done.
