denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.160000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.238675670364202, 0.0747, 34.97548699378967)
(1, 71.605661749024861, 0.0627, 69.59406399726868)
(2, 69.280657629052371, 0.0583, 104.5521240234375)
(3, 68.038668765153204, 0.0521, 139.31239199638367)
(4, 67.295035742412253, 0.0494, 174.19834303855896)
(5, 66.794957089252009, 0.0506, 208.9095311164856)
(6, 66.409447741302131, 0.0471, 243.5596001148224)
(7, 66.078908336991859, 0.0465, 278.3993489742279)
(8, 65.882205223715999, 0.0468, 312.9525990486145)
(9, 65.678682943608223, 0.0417, 347.7523250579834)
(10, 65.499458430859207, 0.042, 382.44839000701904)
(11, 65.373346801803464, 0.0433, 417.42957401275635)
(12, 65.271366435717994, 0.04, 452.06311893463135)
(13, 65.140462024384206, 0.0407, 486.8071811199188)
(14, 65.074295768224246, 0.0393, 521.7862811088562)
(15, 64.984561049138463, 0.0373, 556.3352620601654)
(16, 64.94475688067071, 0.0389, 591.0901129245758)
(17, 64.846494517067555, 0.0356, 625.6850910186768)
(18, 64.810015579897325, 0.0377, 660.5050089359283)
(19, 64.761201845807321, 0.0367, 695.0860259532928)
done.
