denoising autoencoder, full feedback
epochs = 20
hiddens = 100
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 100.71180237989381, 0.1117, 12.665018796920776)
(1, 86.867754973140393, 0.0979, 25.398335933685303)
(2, 83.877832690524954, 0.0945, 38.109901905059814)
(3, 82.167747098775195, 0.0942, 51.00478196144104)
(4, 81.031937408934724, 0.0931, 63.99864482879639)
(5, 80.262313173125747, 0.0902, 76.93747782707214)
(6, 79.634860834479994, 0.0879, 89.65880179405212)
(7, 79.124450157283661, 0.0906, 102.38889288902283)
(8, 78.691517927010707, 0.0892, 114.90452480316162)
(9, 78.374062282725845, 0.0868, 127.56323885917664)
(10, 78.056151054354572, 0.086, 140.26413679122925)
(11, 77.869628871939611, 0.0881, 153.10242891311646)
(12, 77.694908618241158, 0.0889, 165.9051809310913)
(13, 77.522568706764787, 0.0873, 178.73197293281555)
(14, 77.424272951775592, 0.0866, 191.78265976905823)
(15, 77.250009814753128, 0.086, 204.9857099056244)
(16, 77.165216193346595, 0.0909, 217.7138168811798)
(17, 77.015850679758174, 0.0876, 231.09784388542175)
(18, 76.940400556331113, 0.0878, 244.45701098442078)
(19, 76.835226887539164, 0.0863, 257.3362228870392)
done.
