denoising autoencoder, full feedback
epochs = 20
hiddens = 1500
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.184652777373458, 0.0837, 75.18793487548828)
(1, 72.323991668046531, 0.0679, 150.57196879386902)
(2, 69.906977497879083, 0.0604, 225.9605748653412)
(3, 68.509023854509763, 0.0568, 300.9426209926605)
(4, 67.561078912443378, 0.0504, 376.12649297714233)
(5, 66.898961792445519, 0.0488, 451.64863991737366)
(6, 66.399966509697933, 0.0474, 526.9604268074036)
(7, 66.031467651947978, 0.0444, 602.3549859523773)
(8, 65.676971090801899, 0.0441, 677.1293468475342)
(9, 65.410392619110894, 0.041, 751.9635248184204)
(10, 65.206852873937109, 0.0416, 826.8278648853302)
(11, 65.026764066210688, 0.0408, 901.7238638401031)
(12, 64.85590919763473, 0.0378, 976.6005339622498)
(13, 64.712439774290402, 0.0359, 1051.5932018756866)
(14, 64.570270368066829, 0.0372, 1126.5519559383392)
(15, 64.449065819384245, 0.0366, 1201.4133307933807)
(16, 64.328834860482431, 0.0357, 1276.2727317810059)
(17, 64.214292785321362, 0.0346, 1351.2149319648743)
(18, 64.124082908671099, 0.035, 1426.2426898479462)
(19, 64.031085959319256, 0.0328, 1501.3185648918152)
done.
