denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.200000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.251281688702107, 0.0741, 35.24089694023132)
(1, 71.292161172109431, 0.0606, 70.59035110473633)
(2, 69.021994415280545, 0.0536, 105.82454299926758)
(3, 67.912454826536845, 0.0508, 141.2607979774475)
(4, 67.18195714304143, 0.046, 176.50045204162598)
(5, 66.737245256967768, 0.0463, 211.93203902244568)
(6, 66.384959230820968, 0.0442, 247.19472193717957)
(7, 66.114842416287217, 0.0419, 282.4389269351959)
(8, 65.909487483248952, 0.0423, 317.99962401390076)
(9, 65.747131792371093, 0.0429, 352.99675011634827)
(10, 65.588096334008739, 0.0401, 388.4122459888458)
(11, 65.491038342461366, 0.0399, 423.59112095832825)
(12, 65.376924987149266, 0.0388, 459.04034996032715)
(13, 65.25523410107985, 0.0359, 494.06102108955383)
(14, 65.19127754364095, 0.0401, 529.3117179870605)
(15, 65.120934671300546, 0.0384, 564.121120929718)
(16, 65.059440158215182, 0.0386, 599.4761259555817)
(17, 64.987974966836916, 0.0401, 634.5589458942413)
(18, 64.910994885258575, 0.0389, 669.9191999435425)
(19, 64.906619526911726, 0.037, 705.0530390739441)
done.
