denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.180000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.273715618563273, 0.0837, 34.777636766433716)
(1, 71.417084900621944, 0.0654, 70.00304985046387)
(2, 69.117478526564753, 0.0572, 104.74117279052734)
(3, 67.964023278215095, 0.0529, 139.932461977005)
(4, 67.265428909840523, 0.0487, 174.88136386871338)
(5, 66.774053895936149, 0.0478, 210.0671808719635)
(6, 66.385550295749482, 0.0452, 245.02177786827087)
(7, 66.10720007318217, 0.0484, 280.15065693855286)
(8, 65.911969574859299, 0.0453, 315.4158489704132)
(9, 65.724000549085702, 0.042, 350.5583918094635)
(10, 65.589515233222485, 0.0405, 385.683522939682)
(11, 65.457720561475455, 0.0391, 420.63174176216125)
(12, 65.325388216833232, 0.0412, 455.87502884864807)
(13, 65.241902138387701, 0.0395, 490.85658597946167)
(14, 65.178297670970025, 0.0385, 526.0513098239899)
(15, 65.063594249716047, 0.0397, 560.9569029808044)
(16, 65.026670281276623, 0.0368, 596.2944598197937)
(17, 64.885931370651107, 0.0367, 631.2088749408722)
(18, 64.886199845750554, 0.0378, 666.3309469223022)
(19, 64.836574894693499, 0.0365, 701.3750438690186)
done.
