denoising autoencoder, full feedback
epochs = 20
hiddens = 1500
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.132667598333001, 0.0848, 74.81656002998352)
(1, 72.310389823942643, 0.0705, 149.81768798828125)
(2, 69.873558437041567, 0.0592, 224.76946806907654)
(3, 68.453623836121096, 0.0558, 299.73196506500244)
(4, 67.562725181987915, 0.0529, 374.6806581020355)
(5, 66.833450270666404, 0.0499, 449.4993460178375)
(6, 66.360397626830064, 0.0484, 524.5177931785583)
(7, 65.954308569338139, 0.0476, 599.4078071117401)
(8, 65.617734148204065, 0.044, 674.2849111557007)
(9, 65.375613954007761, 0.0437, 749.2762041091919)
(10, 65.15987314635538, 0.041, 824.0519630908966)
(11, 64.967647479751903, 0.04, 899.1436591148376)
(12, 64.782221350361738, 0.0384, 974.3216559886932)
(13, 64.653789858042884, 0.0396, 1049.2001039981842)
(14, 64.517423806764157, 0.0357, 1124.1819820404053)
(15, 64.375118286934253, 0.038, 1199.086774110794)
(16, 64.288769246862586, 0.0371, 1273.9987680912018)
(17, 64.220921291960806, 0.0385, 1348.9885711669922)
(18, 64.098794810518626, 0.036, 1424.03671002388)
(19, 64.047118102213915, 0.0344, 1498.8769011497498)
done.
