denoising autoencoder, full feedback
epochs = 20
hiddens = 600
learning_rate = 0.120000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.807004855465593, 0.0862, 36.88994216918945)
(1, 72.530387344425435, 0.072, 73.54171514511108)
(2, 69.968408362911617, 0.0633, 109.78962016105652)
(3, 68.532040032063506, 0.0598, 146.38696217536926)
(4, 67.631394069372305, 0.0557, 182.8690390586853)
(5, 67.042487579312862, 0.0551, 219.414626121521)
(6, 66.597627771421358, 0.0509, 256.091402053833)
(7, 66.235916998898915, 0.051, 292.5761179924011)
(8, 66.006059444831024, 0.0508, 329.2024121284485)
(9, 65.778489094437234, 0.0464, 365.5693111419678)
(10, 65.602255876050606, 0.0502, 401.99759817123413)
(11, 65.415439539453601, 0.0464, 438.6041901111603)
(12, 65.32810388018784, 0.042, 475.0395050048828)
(13, 65.178932994675222, 0.0441, 511.5461530685425)
(14, 65.086000186782954, 0.0425, 548.1853501796722)
(15, 65.035738539059338, 0.0433, 584.6585600376129)
(16, 64.906962821814105, 0.0408, 621.0133481025696)
(17, 64.828422073596542, 0.0411, 657.6601691246033)
(18, 64.795075467992987, 0.0411, 694.0133981704712)
(19, 64.695144924595269, 0.0409, 730.7419421672821)
done.
