denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.100000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 80.391694001071997, 0.0883, 59.16427397727966)
(1, 72.348348607313326, 0.0698, 117.91496706008911)
(2, 69.936829031361214, 0.0636, 177.06519508361816)
(3, 68.477146021436255, 0.0575, 236.11493396759033)
(4, 67.525393511262337, 0.0551, 295.31120586395264)
(5, 66.911233824937739, 0.0507, 354.16536593437195)
(6, 66.438692778904695, 0.0506, 413.3225910663605)
(7, 66.004649162646544, 0.0456, 472.42011189460754)
(8, 65.736312681295715, 0.0457, 531.280711889267)
(9, 65.481724777875925, 0.0461, 590.3191668987274)
(10, 65.244418068876286, 0.0447, 649.2351808547974)
(11, 65.085217725554358, 0.0439, 708.5628209114075)
(12, 64.929799381655215, 0.0413, 767.2383890151978)
(13, 64.794816598934702, 0.0418, 826.2529208660126)
(14, 64.663139352615715, 0.0398, 885.2654540538788)
(15, 64.553489298363118, 0.0394, 944.0739109516144)
(16, 64.455354550935482, 0.0361, 1003.2349720001221)
(17, 64.384940139129498, 0.0376, 1062.3306279182434)
(18, 64.309785628191179, 0.0375, 1121.3564629554749)
(19, 64.211567276961475, 0.0372, 1180.0802729129791)
(20, 64.162991248691682, 0.0394, 1239.221934080124)
(21, 64.109850289184948, 0.0386, 1298.2735130786896)
(22, 64.054184216472009, 0.0343, 1356.936397075653)
(23, 63.990261553829292, 0.0347, 1416.0295169353485)
(24, 63.934358509681246, 0.037, 1475.2917339801788)
(25, 63.881977402108141, 0.0357, 1534.3184368610382)
(26, 63.827863978597023, 0.0331, 1593.0685839653015)
(27, 63.780223168553889, 0.035, 1652.1934778690338)
(28, 63.744755460336897, 0.034, 1711.392497062683)
(29, 63.697128920759724, 0.0341, 1770.046226978302)
done.
