denoising autoencoder, full feedback
epochs = 30
hiddens = 1000
learning_rate = 0.050000
corruption = 0.300000
epoch, cost, error_rate, time
(0, 81.995024196434528, 0.1004, 55.08442211151123)
(1, 74.789304458116675, 0.0887, 109.9558470249176)
(2, 72.75066197142165, 0.0782, 165.0711419582367)
(3, 71.20239397724545, 0.071, 220.08852910995483)
(4, 69.951416888745044, 0.0707, 274.99619603157043)
(5, 69.103531414799917, 0.0612, 330.03292989730835)
(6, 68.360774014793947, 0.0627, 385.11775398254395)
(7, 67.79707373213509, 0.0585, 440.2804970741272)
(8, 67.363046655818522, 0.0588, 495.3876368999481)
(9, 66.981064329077938, 0.0564, 550.4191279411316)
(10, 66.67932637179922, 0.0533, 605.5652980804443)
(11, 66.416619737436875, 0.0531, 660.4835369586945)
(12, 66.160784939255734, 0.0525, 715.4799499511719)
(13, 65.971476702877709, 0.053, 770.6430449485779)
(14, 65.781043834062714, 0.0516, 825.7379260063171)
(15, 65.647154067569303, 0.0464, 880.7496919631958)
(16, 65.476624768843166, 0.047, 935.9209089279175)
(17, 65.350805307387688, 0.0479, 990.8304169178009)
(18, 65.226536779939323, 0.0471, 1046.0343799591064)
(19, 65.105419865387091, 0.0454, 1101.0037989616394)
(20, 65.025436497385684, 0.045, 1156.0333590507507)
(21, 64.910874930987148, 0.0439, 1211.2921719551086)
(22, 64.855613944817691, 0.045, 1266.5057299137115)
(23, 64.729655412970246, 0.0424, 1321.64053606987)
(24, 64.707772237305335, 0.0425, 1376.676155090332)
(25, 64.604031179034877, 0.0433, 1431.6512439250946)
(26, 64.528210483588126, 0.0403, 1486.802495956421)
(27, 64.488995625257743, 0.0439, 1541.912868976593)
(28, 64.411249741622541, 0.0416, 1597.1365630626678)
(29, 64.328391661109478, 0.0422, 1652.2240180969238)
done.
